Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,AvgAHH,AvgAHA
2013-10-31,2013-14,Betis,Levante,0,0,D,1.85,3.5,4.41,1.82,2.05
2013-10-31,2013-14,Granada,Ath Madrid,1,2,A,6.39,3.93,1.56,1.92,1.93
2013-10-31,2013-14,Villarreal,Getafe,0,2,A,1.51,4.12,6.73,1.79,2.07
2013-11-01,2013-14,Barcelona,Espanol,1,0,H,1.11,9.74,23.8,1.9,1.98
2013-11-02,2013-14,Almeria,Valladolid,1,0,H,2.22,3.35,3.33,1.91,1.96
2013-11-02,2013-14,Sevilla,Celta,0,1,A,1.54,4.15,6.2,1.93,1.93
2013-11-02,2013-14,Sociedad,Osasuna,5,0,H,1.61,3.85,5.88,2.07,1.8
2013-11-02,2013-14,Vallecano,Real Madrid,2,3,A,11.1,5.8,1.27,2.08,1.78
2013-11-03,2013-14,Ath Madrid,Ath Bilbao,2,0,H,1.33,5.05,10.21,1.97,1.88
2013-11-03,2013-14,Getafe,Valencia,0,1,A,2.61,3.3,2.73,1.86,1.99
2013-11-03,2013-14,Levante,Granada,0,1,A,2.03,3.31,3.88,2.05,1.83
2013-11-03,2013-14,Malaga,Betis,3,2,H,2.04,3.4,3.75,2.06,1.82
2013-11-04,2013-14,Elche,Villarreal,0,1,A,3.38,3.31,2.2,1.95,1.93
2013-11-08,2013-14,Granada,Malaga,3,1,H,2.28,3.25,3.3,1.93,1.94
2013-11-08,2013-14,Osasuna,Almeria,0,1,A,2.12,3.36,3.56,1.83,2.06
2013-11-09,2013-14,Ath Bilbao,Levante,2,1,H,1.56,3.98,6.38,1.93,1.93
2013-11-09,2013-14,Celta,Vallecano,0,2,A,1.94,3.58,3.93,1.92,1.96
2013-11-09,2013-14,Getafe,Elche,1,1,D,2.05,3.31,3.81,2.04,1.84
2013-11-09,2013-14,Real Madrid,Sociedad,5,1,H,1.17,7.92,14.78,2.25,1.67
2013-11-10,2013-14,Betis,Barcelona,1,4,A,10.66,6.07,1.27,2.13,1.75
2013-11-10,2013-14,Espanol,Sevilla,1,3,A,2.38,3.35,3.02,1.68,2.23
2013-11-10,2013-14,Valencia,Valladolid,2,2,D,1.54,4.1,6.26,1.95,1.92
2013-11-10,2013-14,Villarreal,Ath Madrid,1,1,D,3.64,3.4,2.07,1.79,2.09
2013-11-22,2013-14,Valladolid,Osasuna,0,1,A,2.04,3.36,3.8,2.02,1.87
2013-11-23,2013-14,Almeria,Real Madrid,0,5,A,9.89,5.59,1.29,2.01,1.85
2013-11-23,2013-14,Ath Madrid,Getafe,7,0,H,1.26,5.68,12.41,1.78,2.09
2013-11-23,2013-14,Barcelona,Granada,4,0,H,1.13,8.49,20.78,2.15,1.74
2013-11-23,2013-14,Sociedad,Celta,4,3,H,1.71,3.67,5.09,1.94,1.93
2013-11-24,2013-14,Elche,Valencia,2,1,H,2.95,3.25,2.47,1.76,2.13
2013-11-24,2013-14,Levante,Villarreal,0,3,A,3.51,3.3,2.16,1.77,2.12
2013-11-24,2013-14,Sevilla,Betis,4,0,H,1.73,3.8,4.72,2.23,1.69
2013-11-24,2013-14,Vallecano,Espanol,1,4,A,2.44,3.27,2.95,2.13,1.78
2013-11-25,2013-14,Malaga,Ath Bilbao,1,2,A,2.55,3.33,2.74,1.86,1.99
2013-11-29,2013-14,Getafe,Levante,1,0,H,1.9,3.45,4.26,1.89,1.99
2013-11-29,2013-14,Villarreal,Malaga,1,1,D,1.51,4.17,6.75,1.79,2.08
2013-11-30,2013-14,Celta,Almeria,3,1,H,1.96,3.41,4.02,1.9,1.97
2013-11-30,2013-14,Elche,Ath Madrid,0,2,A,6.98,3.99,1.52,1.96,1.9
2013-11-30,2013-14,Espanol,Sociedad,1,2,A,2.26,3.33,3.25,1.93,1.94
2013-11-30,2013-14,Real Madrid,Valladolid,4,0,H,1.13,8.57,18.95,2.05,1.82
2013-12-01,2013-14,Ath Bilbao,Barcelona,1,0,H,5.56,4.06,1.6,1.8,2.07
2013-12-01,2013-14,Betis,Vallecano,2,2,D,1.95,3.5,3.92,1.94,1.93
2013-12-01,2013-14,Granada,Sevilla,1,2,A,2.85,3.27,2.54,2.09,1.78
2013-12-01,2013-14,Valencia,Osasuna,3,0,H,1.47,4.3,7.44,2.29,1.64
2013-12-13,2013-14,Levante,Elche,2,1,H,2.27,3.19,3.35,1.99,1.88
2013-12-14,2013-14,Barcelona,Villarreal,2,1,H,1.29,5.7,9.79,1.88,1.98
2013-12-14,2013-14,Malaga,Getafe,1,0,H,2.04,3.41,3.76,1.97,1.9
2013-12-14,2013-14,Osasuna,Real Madrid,2,2,D,11.4,6.32,1.24,2.21,1.7
2013-12-14,2013-14,Vallecano,Granada,0,2,A,2.06,3.37,3.7,2.03,1.84
2013-12-15,2013-14,Almeria,Espanol,0,0,D,2.62,3.22,2.77,1.92,1.93
2013-12-15,2013-14,Ath Madrid,Valencia,3,0,H,1.38,4.7,9.17,2.06,1.8
2013-12-15,2013-14,Sevilla,Ath Bilbao,1,1,D,2.06,3.47,3.62,2.0,1.87
2013-12-15,2013-14,Sociedad,Betis,5,1,H,1.73,3.75,4.79,1.98,1.89
2013-12-16,2013-14,Valladolid,Celta,3,0,H,2.36,3.26,3.13,2.04,1.83
2013-12-20,2013-14,Elche,Malaga,0,1,A,2.34,3.23,3.17,2.09,1.8
2013-12-21,2013-14,Ath Madrid,Levante,3,2,H,1.16,7.49,17.41,1.7,2.21
2013-12-21,2013-14,Betis,Almeria,0,1,A,1.75,3.69,4.8,2.26,1.68
2013-12-21,2013-14,Granada,Sociedad,1,3,A,2.57,3.27,2.79,1.85,2.0
2013-12-21,2013-14,Villarreal,Sevilla,1,2,A,1.87,3.59,4.19,1.86,2.0
2013-12-22,2013-14,Ath Bilbao,Vallecano,2,1,H,1.47,4.35,6.95,1.79,2.08
2013-12-22,2013-14,Celta,Osasuna,1,1,D,1.85,3.51,4.42,1.84,2.03
2013-12-22,2013-14,Espanol,Valladolid,4,2,H,1.8,3.5,4.79,2.01,1.86
2013-12-22,2013-14,Getafe,Barcelona,2,5,A,7.4,4.71,1.42,1.71,2.18
2013-12-22,2013-14,Valencia,Real Madrid,2,3,A,5.35,4.12,1.6,1.87,1.99
2014-01-04,2013-14,Almeria,Granada,3,0,H,2.41,3.25,3.04,1.7,2.2
2014-01-04,2013-14,Malaga,Ath Madrid,0,1,A,6.63,4.0,1.54,1.93,1.93
2014-01-04,2013-14,Valencia,Levante,2,0,H,1.5,4.19,6.92,1.75,2.13
2014-01-04,2013-14,Valladolid,Betis,0,0,D,2.36,3.31,3.07,1.7,2.21
2014-01-05,2013-14,Barcelona,Elche,4,0,H,1.09,10.57,28.79,1.79,2.09
2014-01-05,2013-14,Osasuna,Espanol,1,0,H,2.42,3.22,3.06,1.7,2.21
2014-01-05,2013-14,Sevilla,Getafe,3,0,H,1.56,4.07,6.01,1.91,1.95
2014-01-05,2013-14,Sociedad,Ath Bilbao,2,0,H,2.21,3.39,3.28,1.88,2.0
2014-01-06,2013-14,Real Madrid,Celta,3,0,H,1.1,9.93,24.71,1.83,2.03
2014-01-06,2013-14,Vallecano,Villarreal,2,5,A,3.5,3.4,2.13,1.77,2.11
2014-01-10,2013-14,Granada,Valladolid,4,0,H,2.03,3.32,3.9,2.01,1.86
2014-01-11,2013-14,Ath Bilbao,Almeria,6,1,H,1.41,4.57,8.11,2.18,1.73
2014-01-11,2013-14,Ath Madrid,Barcelona,0,0,D,3.26,3.45,2.21,1.94,1.93
2014-01-11,2013-14,Celta,Valencia,2,1,H,2.99,3.32,2.41,2.2,1.7
2014-01-11,2013-14,Elche,Sevilla,1,1,D,3.35,3.38,2.2,2.5,1.56
2014-01-12,2013-14,Betis,Osasuna,1,2,A,1.83,3.48,4.55,1.79,2.09
2014-01-12,2013-14,Espanol,Real Madrid,0,1,A,8.4,5.32,1.34,1.91,1.95
2014-01-12,2013-14,Getafe,Vallecano,0,1,A,2.02,3.42,3.82,2.03,1.84
2014-01-12,2013-14,Levante,Malaga,1,0,H,2.55,3.22,2.86,1.82,2.03
2014-01-13,2013-14,Villarreal,Sociedad,5,1,H,1.95,3.49,3.95,1.93,1.94
2014-01-17,2013-14,Malaga,Valencia,0,0,D,2.71,3.27,2.65,1.92,1.92
2014-01-18,2013-14,Betis,Real Madrid,0,5,A,10.08,5.81,1.28,2.02,1.85
2014-01-18,2013-14,Elche,Vallecano,2,0,H,2.32,3.25,3.22,1.65,2.29
2014-01-18,2013-14,Espanol,Celta,1,0,H,1.98,3.42,3.96,1.98,1.89
2014-01-18,2013-14,Granada,Osasuna,0,0,D,2.02,3.29,3.98,1.97,1.89
2014-01-19,2013-14,Ath Madrid,Sevilla,1,1,D,1.36,4.87,8.83,2.03,1.84
2014-01-19,2013-14,Getafe,Sociedad,2,2,D,3.02,3.38,2.36,2.22,1.68
2014-01-19,2013-14,Levante,Barcelona,1,1,D,15.55,7.33,1.18,2.02,1.85
2014-01-19,2013-14,Villarreal,Almeria,2,0,H,1.34,5.02,9.49,1.96,1.91
2014-01-20,2013-14,Ath Bilbao,Valladolid,4,2,H,1.38,4.71,8.76,2.06,1.82
2014-01-24,2013-14,Celta,Betis,4,2,H,2.06,3.4,3.69,2.04,1.83
2014-01-25,2013-14,Real Madrid,Granada,2,0,H,1.07,12.16,30.56,1.7,2.22
2014-01-25,2013-14,Sevilla,Levante,2,3,A,1.39,4.69,8.65,2.07,1.79
2014-01-25,2013-14,Valencia,Espanol,2,2,D,1.6,3.88,5.94,2.05,1.82
2014-01-25,2013-14,Valladolid,Villarreal,1,0,H,4.0,3.42,1.96,1.9,1.96
2014-01-26,2013-14,Almeria,Getafe,1,0,H,2.4,3.26,3.03,1.68,2.23
2014-01-26,2013-14,Barcelona,Malaga,3,0,H,1.09,10.5,27.29,1.82,2.03
2014-01-26,2013-14,Osasuna,Ath Bilbao,1,5,A,3.34,3.32,2.22,1.98,1.89
2014-01-26,2013-14,Vallecano,Ath Madrid,2,4,A,8.44,4.52,1.4,1.72,2.18
2014-01-27,2013-14,Sociedad,Elche,4,0,H,1.49,4.24,6.9,1.89,1.97
2014-01-31,2013-14,Granada,Celta,1,2,A,2.09,3.39,3.59,2.13,1.76
2014-02-01,2013-14,Barcelona,Valencia,2,3,A,1.14,8.27,19.77,2.08,1.79
2014-02-01,2013-14,Getafe,Valladolid,0,0,D,1.99,3.37,3.99,1.96,1.9
2014-02-01,2013-14,Levante,Vallecano,0,0,D,2.15,3.35,3.49,1.88,1.99
2014-02-01,2013-14,Malaga,Sevilla,3,2,H,2.9,3.34,2.45,2.11,1.74
2014-02-02,2013-14,Ath Bilbao,Real Madrid,1,1,D,5.17,4.07,1.63,1.76,2.11
2014-02-02,2013-14,Ath Madrid,Sociedad,4,0,H,1.33,5.09,9.76,1.94,1.92
2014-02-02,2013-14,Betis,Espanol,2,0,H,2.31,3.29,3.19,1.64,2.31
2014-02-02,2013-14,Elche,Almeria,1,0,H,1.97,3.36,4.07,1.94,1.92
2014-02-03,2013-14,Villarreal,Osasuna,3,1,H,1.38,4.76,8.71,2.1,1.77
2014-02-07,2013-14,Espanol,Granada,1,0,H,1.85,3.48,4.52,1.78,2.11
2014-02-08,2013-14,Almeria,Ath Madrid,2,0,H,10.8,5.14,1.31,1.95,1.91
2014-02-08,2013-14,Real Madrid,Villarreal,4,2,H,1.37,4.94,8.47,2.03,1.85
2014-02-08,2013-14,Valencia,Betis,5,0,H,1.48,4.24,7.23,1.78,2.09
2014-02-08,2013-14,Vallecano,Malaga,4,1,H,2.47,3.27,2.93,1.76,2.09
2014-02-09,2013-14,Osasuna,Getafe,2,0,H,2.16,3.26,3.55,2.16,1.73
2014-02-09,2013-14,Sevilla,Barcelona,1,4,A,5.9,4.18,1.55,1.94,1.92
2014-02-09,2013-14,Sociedad,Levante,0,0,D,1.46,4.26,7.49,1.74,2.16
2014-02-09,2013-14,Valladolid,Elche,2,2,D,2.11,3.22,3.77,2.15,1.75
2014-02-10,2013-14,Celta,Ath Bilbao,0,0,D,3.25,3.32,2.25,1.93,1.94
2014-02-14,2013-14,Elche,Osasuna,0,0,D,2.15,3.25,3.6,2.17,1.73
2014-02-15,2013-14,Ath Madrid,Valladolid,3,0,H,1.19,6.67,15.87,2.01,1.85
2014-02-15,2013-14,Barcelona,Vallecano,6,0,H,1.07,12.63,27.38,1.83,2.05
2014-02-15,2013-14,Levante,Almeria,1,0,H,2.05,3.23,3.95,2.04,1.84
2014-02-15,2013-14,Villarreal,Celta,0,2,A,1.55,4.06,6.38,1.9,1.96
2014-02-16,2013-14,Ath Bilbao,Espanol,1,2,A,1.59,3.95,5.86,2.09,1.8
2014-02-16,2013-14,Getafe,Real Madrid,0,3,A,10.74,5.42,1.29,2.09,1.79
2014-02-16,2013-14,Granada,Betis,1,0,H,2.18,3.27,3.47,2.16,1.73
2014-02-16,2013-14,Sevilla,Valencia,0,0,D,2.08,3.52,3.5,2.06,1.82
2014-02-17,2013-14,Malaga,Sociedad,0,1,A,2.69,3.3,2.65,1.93,1.91
2014-02-21,2013-14,Valladolid,Levante,1,1,D,2.1,3.22,3.79,1.82,2.06
2014-02-22,2013-14,Almeria,Malaga,0,0,D,2.58,3.22,2.82,1.84,2.0
2014-02-22,2013-14,Celta,Getafe,1,1,D,1.77,3.59,4.82,1.75,2.11
2014-02-22,2013-14,Real Madrid,Elche,3,0,H,1.07,11.83,29.03,1.8,2.05
2014-02-22,2013-14,Sociedad,Barcelona,3,1,H,7.76,4.98,1.38,1.84,2.01
2014-02-23,2013-14,Betis,Ath Bilbao,0,2,A,3.08,3.37,2.33,2.22,1.67
2014-02-23,2013-14,Osasuna,Ath Madrid,3,0,H,7.07,4.05,1.51,1.95,1.9
2014-02-23,2013-14,Valencia,Granada,2,1,H,1.51,4.13,6.79,1.85,2.0
2014-02-23,2013-14,Vallecano,Sevilla,0,1,A,3.24,3.43,2.2,1.95,1.92
2014-02-24,2013-14,Espanol,Villarreal,1,2,A,2.58,3.21,2.84,1.8,2.06
2014-02-28,2013-14,Ath Bilbao,Granada,4,0,H,1.41,4.53,8.14,2.16,1.72
2014-03-01,2013-14,Elche,Celta,1,0,H,2.42,3.2,3.06,1.76,2.09
2014-03-01,2013-14,Getafe,Espanol,0,0,D,2.55,3.21,2.86,1.86,2.0
2014-03-01,2013-14,Levante,Osasuna,2,0,H,2.3,3.2,3.32,1.64,2.3
2014-03-01,2013-14,Malaga,Valladolid,1,1,D,1.85,3.42,4.54,1.84,2.03
2014-03-02,2013-14,Ath Madrid,Real Madrid,2,2,D,3.53,3.36,2.11,1.78,2.09
2014-03-02,2013-14,Barcelona,Almeria,4,1,H,1.06,13.27,35.71,1.81,2.06
2014-03-02,2013-14,Sevilla,Sociedad,1,0,H,1.99,3.58,3.7,1.94,1.92
2014-03-02,2013-14,Vallecano,Valencia,1,0,H,3.34,3.4,2.18,1.99,1.88
2014-03-02,2013-14,Villarreal,Betis,1,1,D,1.4,4.64,8.35,2.07,1.8
2014-03-08,2013-14,Betis,Getafe,2,0,H,1.92,3.45,4.1,1.89,1.96
2014-03-08,2013-14,Celta,Ath Madrid,0,2,A,4.4,3.47,1.87,1.95,1.9
2014-03-08,2013-14,Granada,Villarreal,2,0,H,3.18,3.33,2.3,1.89,1.97
2014-03-08,2013-14,Valladolid,Barcelona,1,0,H,13.81,6.7,1.21,1.86,1.99
2014-03-09,2013-14,Almeria,Sevilla,1,3,A,3.51,3.38,2.12,1.82,2.04
2014-03-09,2013-14,Espanol,Elche,3,1,H,1.77,3.51,4.97,1.99,1.87
2014-03-09,2013-14,Real Madrid,Levante,3,0,H,1.06,13.55,32.1,2.02,1.84
2014-03-09,2013-14,Valencia,Ath Bilbao,1,1,D,2.25,3.39,3.2,1.92,1.94
2014-03-10,2013-14,Osasuna,Malaga,0,2,A,2.31,3.24,3.25,1.98,1.88
2014-03-10,2013-14,Sociedad,Vallecano,2,3,A,1.47,4.48,6.64,1.77,2.09
2014-03-14,2013-14,Getafe,Granada,3,3,D,2.12,3.27,3.64,1.81,2.06
2014-03-15,2013-14,Ath Madrid,Espanol,1,0,H,1.3,5.25,11.32,1.93,1.92
2014-03-15,2013-14,Levante,Celta,0,1,A,2.47,3.18,3.04,1.76,2.11
2014-03-15,2013-14,Malaga,Real Madrid,0,1,A,11.45,5.83,1.27,2.1,1.76
2014-03-15,2013-14,Vallecano,Almeria,3,1,H,1.86,3.51,4.36,1.83,2.02
2014-03-16,2013-14,Barcelona,Osasuna,7,0,H,1.06,13.55,33.09,1.84,2.02
2014-03-16,2013-14,Elche,Betis,0,0,D,2.37,3.25,3.12,1.66,2.25
2014-03-16,2013-14,Sevilla,Valladolid,4,1,H,1.45,4.42,7.3,1.99,1.87
2014-03-16,2013-14,Sociedad,Valencia,1,0,H,2.11,3.44,3.46,2.07,1.8
2014-03-17,2013-14,Villarreal,Ath Bilbao,1,1,D,2.24,3.39,3.23,1.95,1.91
2014-03-21,2013-14,Celta,Malaga,0,2,A,2.06,3.35,3.79,2.01,1.84
2014-03-22,2013-14,Ath Bilbao,Getafe,1,0,H,1.37,4.89,8.67,2.03,1.83
2014-03-22,2013-14,Espanol,Levante,0,0,D,1.72,3.51,5.51,1.65,2.27
2014-03-22,2013-14,Granada,Elche,1,0,H,2.05,3.25,3.92,2.02,1.84
2014-03-22,2013-14,Valladolid,Vallecano,1,1,D,2.34,3.33,3.09,2.03,1.84
2014-03-23,2013-14,Betis,Ath Madrid,0,2,A,6.01,3.88,1.6,1.82,2.04
2014-03-23,2013-14,Osasuna,Sevilla,1,2,A,2.99,3.32,2.4,1.82,2.05
2014-03-23,2013-14,Real Madrid,Barcelona,3,4,A,2.25,3.52,3.15,2.16,1.72
2014-03-23,2013-14,Valencia,Villarreal,2,1,H,2.1,3.43,3.53,2.06,1.81
2014-03-24,2013-14,Almeria,Sociedad,4,3,H,3.38,3.36,2.19,2.48,1.54
2014-03-25,2013-14,Elche,Ath Bilbao,0,0,D,4.09,3.38,1.96,1.94,1.92
2014-03-25,2013-14,Malaga,Espanol,1,2,A,2.44,3.19,3.07,2.12,1.77
2014-03-26,2013-14,Ath Madrid,Granada,1,0,H,1.21,6.24,15.99,2.12,1.74
2014-03-26,2013-14,Barcelona,Celta,3,0,H,1.05,14.45,35.91,2.04,1.81
2014-03-26,2013-14,Sevilla,Real Madrid,2,1,H,5.58,4.43,1.55,1.99,1.86
2014-03-26,2013-14,Vallecano,Osasuna,1,0,H,1.93,3.46,4.16,1.88,1.97
2014-03-27,2013-14,Almeria,Valencia,2,2,D,3.69,3.47,2.03,1.87,1.99
2014-03-27,2013-14,Getafe,Villarreal,0,1,A,3.34,3.3,2.24,2.0,1.87
2014-03-27,2013-14,Levante,Betis,1,3,A,2.38,3.24,3.08,1.7,2.15
2014-03-27,2013-14,Sociedad,Valladolid,1,0,H,1.49,4.22,7.12,1.75,2.13
2014-03-29,2013-14,Ath Bilbao,Ath Madrid,1,2,A,2.99,3.31,2.41,1.81,2.07
2014-03-29,2013-14,Celta,Sevilla,1,0,H,3.09,3.32,2.36,1.81,2.07
2014-03-29,2013-14,Espanol,Barcelona,0,1,A,9.02,5.21,1.34,1.87,1.97
2014-03-29,2013-14,Real Madrid,Vallecano,5,0,H,1.06,13.12,30.38,1.88,1.99
2014-03-30,2013-14,Osasuna,Sociedad,1,1,D,3.03,3.28,2.4,1.83,2.05
2014-03-30,2013-14,Valencia,Getafe,1,3,A,1.42,4.46,7.98,1.94,1.93
2014-03-30,2013-14,Valladolid,Almeria,1,0,H,1.91,3.41,4.23,1.91,1.94
2014-03-30,2013-14,Villarreal,Elche,1,1,D,1.47,4.17,7.37,1.76,2.11
2014-03-31,2013-14,Betis,Malaga,1,2,A,3.24,8.49,3.15,1.99,3.52
2014-03-31,2013-14,Granada,Levante,0,2,A,1.89,3.39,4.4,1.85,2.01
2014-04-04,2013-14,Almeria,Osasuna,1,2,A,2.28,3.2,3.34,1.95,1.91
2014-04-05,2013-14,Ath Madrid,Villarreal,1,0,H,1.53,3.98,7.03,1.9,1.95
2014-04-05,2013-14,Barcelona,Betis,3,1,H,1.06,13.93,30.29,2.06,1.81
2014-04-05,2013-14,Sociedad,Real Madrid,0,4,A,5.21,4.35,1.59,1.88,1.98
2014-04-05,2013-14,Vallecano,Celta,3,0,H,2.18,3.35,3.4,2.15,1.72
2014-04-06,2013-14,Elche,Getafe,1,0,H,2.13,3.17,3.77,2.1,1.78
2014-04-06,2013-14,Malaga,Granada,4,1,H,2.04,3.34,3.85,2.04,1.83
2014-04-06,2013-14,Sevilla,Espanol,4,1,H,1.71,3.75,5.07,1.95,1.91
2014-04-06,2013-14,Valladolid,Valencia,0,0,D,2.95,3.29,2.46,2.11,1.75
2014-04-07,2013-14,Levante,Ath Bilbao,1,2,A,3.96,3.4,1.97,1.89,1.96
2014-04-11,2013-14,Osasuna,Valladolid,0,0,D,2.05,3.34,3.79,2.01,1.85
2014-04-12,2013-14,Celta,Sociedad,2,2,D,2.43,3.32,2.94,1.73,2.13
2014-04-12,2013-14,Granada,Barcelona,1,0,H,10.42,6.2,1.27,1.9,1.96
2014-04-12,2013-14,Real Madrid,Almeria,4,0,H,1.05,14.14,33.79,1.9,1.95
2014-04-12,2013-14,Villarreal,Levante,1,0,H,6.78,8.37,4.49,2.11,4.53
2014-04-13,2013-14,Betis,Sevilla,0,2,A,3.25,3.41,2.22,2.0,1.86
2014-04-13,2013-14,Espanol,Vallecano,2,2,D,1.82,3.62,4.46,2.06,1.82
2014-04-13,2013-14,Getafe,Ath Madrid,0,2,A,8.08,4.1,1.47,2.08,1.8
2014-04-13,2013-14,Valencia,Elche,2,1,H,1.62,3.87,5.76,2.14,1.75
2014-04-14,2013-14,Ath Bilbao,Malaga,3,0,H,1.47,4.29,7.35,1.73,2.15
2014-04-18,2013-14,Ath Madrid,Elche,2,0,H,1.21,6.22,16.07,1.74,2.12
2014-04-19,2013-14,Levante,Getafe,0,0,D,2.45,3.19,3.05,1.75,2.11
2014-04-19,2013-14,Osasuna,Valencia,1,1,D,2.74,3.19,2.69,1.91,1.94
2014-04-19,2013-14,Sociedad,Espanol,2,1,H,1.73,3.76,4.82,1.99,1.88
2014-04-20,2013-14,Almeria,Celta,2,4,A,2.51,3.27,2.86,1.85,2.01
2014-04-20,2013-14,Barcelona,Ath Bilbao,2,1,H,1.24,6.61,11.22,2.1,1.77
2014-04-20,2013-14,Sevilla,Granada,4,0,H,1.39,4.68,8.27,1.91,1.95
2014-04-20,2013-14,Vallecano,Betis,3,1,H,1.99,3.5,3.75,2.02,1.83
2014-04-21,2013-14,Malaga,Villarreal,2,0,H,2.84,3.26,2.55,2.06,1.81
2014-04-25,2013-14,Elche,Levante,1,1,D,1.67,3.59,5.67,1.69,2.22
2014-04-26,2013-14,Betis,Sociedad,0,1,A,3.22,3.5,2.2,1.91,1.96
2014-04-26,2013-14,Getafe,Malaga,1,0,H,2.09,3.3,3.67,2.1,1.75
2014-04-26,2013-14,Granada,Vallecano,0,3,A,2.22,3.38,3.29,2.2,1.69
2014-04-26,2013-14,Real Madrid,Osasuna,4,0,H,1.06,13.69,31.49,2.06,1.8
2014-04-27,2013-14,Ath Bilbao,Sevilla,3,1,H,1.96,3.57,3.83,1.91,1.94
2014-04-27,2013-14,Espanol,Almeria,1,2,A,1.68,3.8,5.22,2.13,1.74
2014-04-27,2013-14,Valencia,Ath Madrid,0,1,A,4.52,3.61,1.8,2.06,1.79
2014-04-27,2013-14,Villarreal,Barcelona,2,3,A,6.64,4.41,1.48,2.1,1.76
2014-04-28,2013-14,Celta,Valladolid,4,1,H,1.82,3.63,4.39,1.82,2.03
2014-05-02,2013-14,Vallecano,Ath Bilbao,0,3,A,3.71,3.61,1.97,1.9,1.96
2014-05-03,2013-14,Barcelona,Getafe,2,2,D,1.07,12.14,30.88,1.87,1.99
2014-05-03,2013-14,Malaga,Elche,0,1,A,2.22,3.3,3.37,2.19,1.7
2014-05-03,2013-14,Osasuna,Celta,0,2,A,1.92,3.49,4.1,1.91,1.94
2014-05-03,2013-14,Valladolid,Espanol,1,0,H,2.01,3.39,3.86,1.99,1.86
2014-05-04,2013-14,Almeria,Betis,3,2,H,1.6,4.03,5.52,1.99,1.86
2014-05-04,2013-14,Levante,Ath Madrid,2,0,H,14.54,5.65,1.25,2.06,1.78
2014-05-04,2013-14,Real Madrid,Valencia,2,2,D,1.15,8.13,17.28,1.97,1.88
2014-05-04,2013-14,Sevilla,Villarreal,0,0,D,1.78,3.79,4.45,1.98,1.88
2014-05-05,2013-14,Sociedad,Granada,1,1,D,1.46,4.45,6.99,1.72,2.16
2014-05-07,2013-14,Valladolid,Real Madrid,1,1,D,13.01,6.87,1.21,1.89,1.97
2014-05-10,2013-14,Levante,Valencia,2,0,H,3.28,3.35,2.23,1.97,1.9
2014-05-10,2013-14,Villarreal,Vallecano,4,0,H,1.6,4.21,5.31,1.98,1.87
2014-05-11,2013-14,Ath Bilbao,Sociedad,1,1,D,1.81,3.74,4.31,1.79,2.07
2014-05-11,2013-14,Ath Madrid,Malaga,1,1,D,1.2,6.54,15.04,2.02,1.83
2014-05-11,2013-14,Betis,Valladolid,4,3,H,3.49,3.56,2.03,1.86,1.99
2014-05-11,2013-14,Celta,Real Madrid,2,0,H,6.53,4.99,1.43,1.76,2.11
2014-05-11,2013-14,Elche,Barcelona,0,0,D,12.24,6.63,1.22,1.92,1.93
2014-05-11,2013-14,Espanol,Osasuna,1,1,D,2.31,3.27,3.15,2.01,1.86
2014-05-11,2013-14,Getafe,Sevilla,1,0,H,1.89,3.61,3.96,1.89,1.97
2014-05-11,2013-14,Granada,Almeria,0,2,A,1.96,3.52,3.88,1.9,1.95
2014-05-16,2013-14,Malaga,Levante,1,0,H,1.96,3.51,3.88,2.0,1.86
2014-05-17,2013-14,Barcelona,Ath Madrid,1,1,D,1.85,3.73,4.28,1.84,2.01
2014-05-17,2013-14,Real Madrid,Espanol,3,1,H,1.36,5.13,8.13,1.97,1.89
2014-05-17,2013-14,Valencia,Celta,2,1,H,1.8,3.8,4.3,2.03,1.83
2014-05-18,2013-14,Almeria,Ath Bilbao,0,0,D,2.32,3.42,3.02,1.7,2.16
2014-05-18,2013-14,Osasuna,Betis,2,1,H,1.39,4.9,7.65,2.07,1.79
2014-05-18,2013-14,Sevilla,Elche,3,1,H,1.76,3.81,4.47,1.78,2.08
2014-05-18,2013-14,Sociedad,Villarreal,1,2,A,1.99,3.65,3.58,2.03,1.84
2014-05-18,2013-14,Valladolid,Granada,0,1,A,2.14,3.38,3.41,2.19,1.71
2014-05-18,2013-14,Vallecano,Getafe,1,2,A,3.83,3.12,2.11,1.78,2.09
2014-08-23,2014-15,Almeria,Espanol,1,1,D,2.64,3.24,2.72,1.91,1.94
2014-08-23,2014-15,Granada,La Coruna,2,1,H,2.03,3.24,3.96,2.04,1.84
2014-08-23,2014-15,Malaga,Ath Bilbao,1,0,H,2.83,3.24,2.52,2.03,1.83
2014-08-23,2014-15,Sevilla,Valencia,1,1,D,2.08,3.41,3.56,2.03,1.84
2014-08-24,2014-15,Barcelona,Elche,3,0,H,1.09,9.95,24.24,1.77,2.1
2014-08-24,2014-15,Celta,Getafe,3,1,H,1.9,3.49,4.13,1.89,1.99
2014-08-24,2014-15,Eibar,Sociedad,1,0,H,3.31,3.32,2.22,1.95,1.92
2014-08-24,2014-15,Levante,Villarreal,0,2,A,3.45,3.31,2.16,2.04,1.84
2014-08-25,2014-15,Real Madrid,Cordoba,2,0,H,1.07,12.12,30.64,1.83,2.06
2014-08-25,2014-15,Vallecano,Ath Madrid,0,0,D,6.42,4.09,1.52,1.97,1.9
