Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,AvgAHH,AvgAHA
2008-11-01,2008-09,Valencia,Santander,2,4,A,1.4,4.01,8.07,1.91,1.99
2008-11-02,2008-09,Almeria,Real Madrid,1,1,D,5.18,3.5,1.63,2.0,1.89
2008-11-02,2008-09,Betis,La Coruna,0,3,A,1.9,3.24,3.9,2.02,1.86
2008-11-02,2008-09,Espanol,Osasuna,1,0,H,1.89,3.19,3.92,2.02,1.86
2008-11-02,2008-09,Recreativo,Getafe,1,1,D,2.42,3.16,2.73,1.82,1.98
2008-11-02,2008-09,Sp Gijon,Numancia,3,1,H,2.02,3.21,3.47,1.47,2.57
2008-11-02,2008-09,Valladolid,Sevilla,3,2,H,3.12,3.16,2.19,2.23,1.61
2008-11-08,2008-09,Barcelona,Valladolid,6,0,H,1.17,5.91,15.0,2.0,1.81
2008-11-08,2008-09,Real Madrid,Malaga,4,3,H,1.23,5.37,11.29,1.85,1.97
2008-11-09,2008-09,Getafe,Valencia,0,3,A,2.86,3.19,2.35,2.12,1.71
2008-11-09,2008-09,La Coruna,Espanol,1,0,H,2.09,3.21,3.31,1.92,1.96
2008-11-09,2008-09,Mallorca,Ath Bilbao,3,3,D,1.99,3.22,3.57,1.84,2.04
2008-11-09,2008-09,Numancia,Betis,2,4,A,2.48,3.16,2.69,1.92,1.9
2008-11-09,2008-09,Osasuna,Ath Madrid,0,0,D,3.17,3.25,2.13,1.97,1.92
2008-11-09,2008-09,Santander,Sp Gijon,1,0,H,1.99,3.19,3.63,2.06,1.82
2008-11-09,2008-09,Sevilla,Recreativo,1,0,H,1.38,4.1,8.14,2.01,1.87
2008-11-09,2008-09,Villarreal,Almeria,2,1,H,1.46,3.71,7.14,1.98,1.88
2008-11-15,2008-09,Valencia,Sp Gijon,2,3,A,1.35,4.31,8.5,2.01,1.8
2008-11-15,2008-09,Valladolid,Real Madrid,1,0,H,3.93,3.3,1.88,1.91,1.96
2008-11-16,2008-09,Almeria,Mallorca,2,1,H,1.99,3.19,3.63,1.43,2.64
2008-11-16,2008-09,Ath Bilbao,Osasuna,2,0,H,2.07,3.17,3.41,1.5,2.49
2008-11-16,2008-09,Ath Madrid,La Coruna,4,1,H,1.62,3.52,5.31,1.82,2.06
2008-11-16,2008-09,Betis,Santander,3,1,H,1.95,3.21,3.74,2.02,1.85
2008-11-16,2008-09,Espanol,Numancia,3,4,A,1.71,3.36,4.8,1.92,1.97
2008-11-16,2008-09,Getafe,Sevilla,0,2,A,2.81,3.19,2.37,2.09,1.74
2008-11-16,2008-09,Malaga,Villarreal,2,2,D,3.19,3.24,2.14,2.34,1.56
2008-11-16,2008-09,Recreativo,Barcelona,0,2,A,8.21,4.49,1.34,1.82,2.01
2008-11-22,2008-09,Real Madrid,Recreativo,1,0,H,1.28,5.02,9.43,2.04,1.79
2008-11-22,2008-09,Sevilla,Valencia,0,0,D,2.13,3.23,3.26,1.56,2.34
2008-11-22,2008-09,Villarreal,Valladolid,0,3,A,1.44,3.85,7.43,1.87,1.93
2008-11-23,2008-09,Barcelona,Getafe,1,1,D,1.18,6.14,14.14,1.97,1.86
2008-11-23,2008-09,La Coruna,Ath Bilbao,3,1,H,1.91,3.22,3.94,2.04,1.83
2008-11-23,2008-09,Mallorca,Malaga,2,2,D,2.09,3.26,3.33,1.5,2.46
2008-11-23,2008-09,Numancia,Ath Madrid,1,1,D,3.45,3.27,2.04,1.84,2.02
2008-11-23,2008-09,Osasuna,Almeria,3,1,H,2.26,3.14,3.05,1.62,2.18
2008-11-23,2008-09,Santander,Espanol,3,0,H,2.06,3.2,3.44,1.49,2.51
2008-11-23,2008-09,Sp Gijon,Betis,1,2,A,2.35,3.18,2.87,1.76,2.04
2008-11-29,2008-09,Getafe,Real Madrid,3,1,H,3.24,3.21,2.13,2.38,1.53
2008-11-29,2008-09,Sevilla,Barcelona,0,3,A,3.11,3.28,2.16,2.3,1.57
2008-11-30,2008-09,Almeria,La Coruna,0,1,A,2.04,3.21,3.44,1.49,2.5
2008-11-30,2008-09,Ath Bilbao,Numancia,2,0,H,1.84,3.29,4.13,1.35,2.92
2008-11-30,2008-09,Ath Madrid,Santander,4,1,H,1.58,3.59,5.51,2.02,1.82
2008-11-30,2008-09,Espanol,Sp Gijon,0,1,A,2.06,3.23,3.36,1.54,2.39
2008-11-30,2008-09,Malaga,Osasuna,4,2,H,2.07,3.22,3.36,1.5,2.48
2008-11-30,2008-09,Recreativo,Villarreal,1,2,A,3.3,3.23,2.09,2.42,1.53
2008-11-30,2008-09,Valencia,Betis,3,2,H,1.73,3.35,4.68,1.81,2.08
2008-11-30,2008-09,Valladolid,Mallorca,3,0,H,1.94,3.26,3.71,1.45,2.6
2008-12-06,2008-09,Barcelona,Valencia,4,0,H,1.54,3.71,5.79,1.92,1.88
2008-12-06,2008-09,Sp Gijon,Ath Madrid,2,5,A,3.19,3.22,2.16,2.31,1.56
2008-12-06,2008-09,Villarreal,Getafe,3,3,D,1.69,3.41,4.85,1.27,3.43
2008-12-07,2008-09,Betis,Espanol,1,1,D,1.69,3.42,4.87,1.22,3.81
2008-12-07,2008-09,La Coruna,Malaga,2,0,H,1.89,3.26,3.88,1.96,1.91
2008-12-07,2008-09,Mallorca,Recreativo,2,3,A,1.85,3.31,4.01,1.88,1.98
2008-12-07,2008-09,Numancia,Almeria,2,1,H,2.31,3.22,2.89,1.75,2.07
2008-12-07,2008-09,Osasuna,Valladolid,3,3,D,2.21,3.24,3.03,1.62,2.22
2008-12-07,2008-09,Real Madrid,Sevilla,3,4,A,2.04,3.31,3.34,1.48,2.52
2008-12-07,2008-09,Santander,Ath Bilbao,1,1,D,2.07,3.18,3.41,1.51,2.46
2008-12-13,2008-09,Barcelona,Real Madrid,2,0,H,1.54,3.72,5.82,1.99,1.82
2008-12-13,2008-09,Valencia,Espanol,2,1,H,1.53,3.72,5.93,1.96,1.86
2008-12-14,2008-09,Almeria,Santander,1,1,D,2.15,3.22,3.19,1.93,1.95
2008-12-14,2008-09,Ath Bilbao,Sp Gijon,3,0,H,1.97,3.27,3.61,1.99,1.87
2008-12-14,2008-09,Ath Madrid,Betis,2,0,H,1.65,3.53,5.01,1.86,2.0
2008-12-14,2008-09,Getafe,Mallorca,4,1,H,1.82,3.35,4.15,1.85,2.0
2008-12-14,2008-09,Malaga,Numancia,2,0,H,1.87,3.29,3.96,1.9,1.96
2008-12-14,2008-09,Recreativo,Osasuna,1,0,H,2.25,3.2,3.02,1.65,2.23
2008-12-14,2008-09,Sevilla,Villarreal,1,0,H,2.02,3.27,3.46,2.05,1.81
2008-12-14,2008-09,Valladolid,La Coruna,3,0,H,2.13,3.24,3.23,1.93,1.93
2008-12-20,2008-09,Espanol,Ath Madrid,2,3,A,3.18,3.25,2.13,2.37,1.55
2008-12-20,2008-09,Real Madrid,Valencia,1,0,H,1.89,3.35,3.79,1.92,1.95
2008-12-21,2008-09,Betis,Ath Bilbao,0,1,A,2.02,3.22,3.46,1.52,2.46
2008-12-21,2008-09,La Coruna,Recreativo,4,1,H,1.71,3.39,4.7,2.01,1.87
2008-12-21,2008-09,Mallorca,Sevilla,0,0,D,3.57,3.31,1.95,1.82,2.04
2008-12-21,2008-09,Numancia,Valladolid,4,3,H,2.46,3.22,2.68,1.86,1.96
2008-12-21,2008-09,Osasuna,Getafe,5,2,H,2.41,3.2,2.73,1.76,2.07
2008-12-21,2008-09,Santander,Malaga,1,1,D,2.01,3.27,3.43,2.07,1.81
2008-12-21,2008-09,Sp Gijon,Almeria,1,0,H,2.23,3.15,3.08,1.61,2.24
2008-12-21,2008-09,Villarreal,Barcelona,1,2,A,4.1,3.43,1.8,2.03,1.82
2009-01-03,2008-09,Barcelona,Mallorca,3,1,H,1.16,6.56,14.93,2.03,1.79
2009-01-03,2008-09,Valencia,Ath Madrid,3,1,H,2.13,3.29,3.24,1.56,2.35
2009-01-04,2008-09,Almeria,Betis,1,0,H,2.29,3.22,2.96,1.69,2.04
2009-01-04,2008-09,Ath Bilbao,Espanol,1,1,D,1.83,3.31,4.2,1.9,1.96
2009-01-04,2008-09,Getafe,La Coruna,1,2,A,2.13,3.21,3.29,1.55,2.37
2009-01-04,2008-09,Malaga,Sp Gijon,1,0,H,1.92,3.22,3.89,1.95,1.9
2009-01-04,2008-09,Real Madrid,Villarreal,1,0,H,1.77,3.45,4.31,1.32,3.2
2009-01-04,2008-09,Recreativo,Numancia,3,1,H,2.06,3.24,3.41,1.51,2.47
2009-01-04,2008-09,Sevilla,Osasuna,1,1,D,1.36,4.28,8.43,1.98,1.89
2009-01-04,2008-09,Valladolid,Santander,0,1,A,1.98,3.29,3.59,2.06,1.81
2009-01-10,2008-09,La Coruna,Sevilla,1,3,A,2.53,3.19,2.63,1.84,1.95
2009-01-10,2008-09,Valencia,Villarreal,3,3,D,1.94,3.23,3.74,1.99,1.89
2009-01-11,2008-09,Ath Madrid,Ath Bilbao,2,3,A,1.59,3.54,5.54,1.83,2.04
2009-01-11,2008-09,Betis,Malaga,1,2,A,1.96,3.26,3.65,1.97,1.9
2009-01-11,2008-09,Espanol,Almeria,2,2,D,2.04,3.28,3.39,1.51,2.43
2009-01-11,2008-09,Mallorca,Real Madrid,0,3,A,4.47,3.43,1.73,3.39,1.28
2009-01-11,2008-09,Numancia,Getafe,2,0,H,2.41,3.23,2.72,1.81,1.99
2009-01-11,2008-09,Osasuna,Barcelona,2,3,A,7.29,4.11,1.41,5.55,1.12
2009-01-11,2008-09,Santander,Recreativo,1,1,D,1.85,3.31,4.0,1.9,1.96
2009-01-11,2008-09,Sp Gijon,Valladolid,2,1,H,2.3,3.19,2.91,1.66,2.11
2009-01-17,2008-09,Barcelona,La Coruna,5,0,H,1.27,4.91,10.43,1.95,1.92
2009-01-17,2008-09,Sevilla,Numancia,1,0,H,1.32,4.56,8.93,2.01,1.81
2009-01-18,2008-09,Almeria,Ath Madrid,1,1,D,2.97,3.27,2.25,1.85,2.01
2009-01-18,2008-09,Ath Bilbao,Valencia,3,2,H,2.87,3.21,2.35,2.11,1.71
2009-01-18,2008-09,Getafe,Santander,0,1,A,2.13,3.21,3.26,1.57,2.33
2009-01-18,2008-09,Malaga,Espanol,4,0,H,1.97,3.26,3.65,2.06,1.81
2009-01-18,2008-09,Real Madrid,Osasuna,3,1,H,1.24,5.11,10.86,1.82,2.02
2009-01-18,2008-09,Recreativo,Sp Gijon,2,0,H,2.15,3.12,3.32,1.56,2.37
2009-01-18,2008-09,Valladolid,Betis,1,3,A,2.01,3.25,3.5,1.48,2.53
2009-01-18,2008-09,Villarreal,Mallorca,2,0,H,1.45,3.83,7.07,1.83,2.01
2009-01-24,2008-09,Barcelona,Numancia,4,1,H,1.14,6.64,16.43,1.93,1.93
2009-01-24,2008-09,Villarreal,Osasuna,1,1,D,1.48,3.76,6.86,1.9,1.93
2009-01-25,2008-09,Almeria,Ath Bilbao,2,1,H,2.36,3.19,2.8,1.72,2.09
2009-01-25,2008-09,Getafe,Sp Gijon,5,1,H,1.94,3.26,3.72,1.42,2.72
2009-01-25,2008-09,Malaga,Ath Madrid,1,1,D,2.65,3.26,2.47,2.0,1.81
2009-01-25,2008-09,Mallorca,Valencia,3,1,H,3.21,3.24,2.13,2.32,1.57
2009-01-25,2008-09,Real Madrid,La Coruna,1,0,H,1.38,4.26,7.79,1.11,5.83
2009-01-25,2008-09,Recreativo,Betis,1,0,H,2.35,3.19,2.84,1.8,2.01
2009-01-25,2008-09,Sevilla,Santander,0,2,A,1.54,3.56,6.25,1.81,2.06
2009-01-25,2008-09,Valladolid,Espanol,1,1,D,1.98,3.29,3.55,1.43,2.67
2009-01-31,2008-09,Ath Bilbao,Malaga,3,2,H,2.0,3.25,3.51,1.46,2.56
2009-01-31,2008-09,Numancia,Real Madrid,0,2,A,5.71,3.55,1.57,1.78,2.06
2009-02-01,2008-09,Ath Madrid,Valladolid,1,2,A,1.54,3.58,6.25,2.01,1.84
2009-02-01,2008-09,Betis,Getafe,2,2,D,2.09,3.24,3.29,1.49,2.49
2009-02-01,2008-09,Espanol,Recreativo,1,1,D,2.05,3.24,3.38,2.04,1.83
2009-02-01,2008-09,La Coruna,Villarreal,3,0,H,2.45,3.22,2.69,1.81,2.0
2009-02-01,2008-09,Osasuna,Mallorca,1,0,H,1.97,3.22,3.65,2.02,1.84
2009-02-01,2008-09,Santander,Barcelona,1,2,A,6.31,3.61,1.52,1.92,1.93
2009-02-01,2008-09,Sp Gijon,Sevilla,1,0,H,3.42,3.21,2.04,2.4,1.51
2009-02-01,2008-09,Valencia,Almeria,3,2,H,1.57,3.6,5.69,1.19,4.17
2009-02-07,2008-09,Real Madrid,Santander,1,0,H,1.41,3.91,7.86,1.84,2.02
2009-02-07,2008-09,Sevilla,Betis,1,2,A,1.75,3.3,4.55,1.89,1.98
2009-02-08,2008-09,Barcelona,Sp Gijon,3,1,H,1.16,6.31,14.0,1.81,2.03
2009-02-08,2008-09,Getafe,Espanol,1,1,D,1.89,3.26,3.89,1.89,1.96
2009-02-08,2008-09,Malaga,Almeria,3,2,H,1.96,3.27,3.61,2.07,1.78
2009-02-08,2008-09,Mallorca,La Coruna,1,1,D,2.44,3.19,2.72,1.78,2.05
2009-02-08,2008-09,Osasuna,Valencia,1,0,H,2.62,3.21,2.52,1.93,1.88
2009-02-08,2008-09,Recreativo,Ath Madrid,0,3,A,2.69,3.24,2.44,2.04,1.78
2009-02-08,2008-09,Valladolid,Ath Bilbao,2,1,H,2.14,3.25,3.16,1.55,2.37
2009-02-08,2008-09,Villarreal,Numancia,2,1,H,1.5,3.73,6.39,1.84,2.01
2009-02-14,2008-09,Betis,Barcelona,2,2,D,6.07,3.74,1.52,1.86,1.96
2009-02-14,2008-09,La Coruna,Osasuna,0,0,D,1.97,3.24,3.64,1.44,2.65
2009-02-14,2008-09,Valencia,Malaga,1,1,D,1.68,3.42,4.89,1.91,1.96
2009-02-15,2008-09,Almeria,Valladolid,3,2,H,2.13,3.24,3.2,1.56,2.35
2009-02-15,2008-09,Ath Bilbao,Recreativo,1,1,D,1.76,3.31,4.48,1.88,1.99
2009-02-15,2008-09,Ath Madrid,Getafe,1,1,D,1.67,3.43,4.95,1.91,1.96
2009-02-15,2008-09,Espanol,Sevilla,0,2,A,2.91,3.22,2.3,2.13,1.7
2009-02-15,2008-09,Numancia,Mallorca,0,1,A,2.21,3.24,3.04,1.65,2.22
2009-02-15,2008-09,Santander,Villarreal,1,1,D,2.37,3.19,2.84,1.74,2.09
2009-02-15,2008-09,Sp Gijon,Real Madrid,0,4,A,5.39,3.55,1.6,3.94,1.22
2009-02-21,2008-09,Barcelona,Espanol,1,2,A,1.23,5.32,11.5,1.74,2.09
2009-02-21,2008-09,Real Madrid,Betis,6,1,H,1.44,3.96,6.93,1.93,1.9
2009-02-21,2008-09,Sevilla,Ath Madrid,1,0,H,1.99,3.26,3.61,1.44,2.64
2009-02-21,2008-09,Villarreal,Sp Gijon,2,1,H,1.53,3.67,5.96,2.01,1.84
2009-02-22,2008-09,Getafe,Ath Bilbao,1,1,D,2.08,3.22,3.37,1.51,2.44
2009-02-22,2008-09,La Coruna,Valencia,1,1,D,2.34,3.23,2.83,1.76,2.07
2009-02-22,2008-09,Mallorca,Santander,1,0,H,2.39,3.19,2.79,1.79,2.03
2009-02-22,2008-09,Osasuna,Numancia,2,0,H,1.72,3.38,4.71,1.26,3.45
2009-02-22,2008-09,Recreativo,Almeria,1,1,D,2.04,3.24,3.46,1.51,2.47
2009-02-22,2008-09,Valladolid,Malaga,1,3,A,2.16,3.25,3.11,1.54,2.39
2009-02-28,2008-09,Ath Bilbao,Sevilla,1,2,A,2.65,3.2,2.53,1.95,1.85
2009-02-28,2008-09,Espanol,Real Madrid,0,2,A,4.18,3.34,1.82,1.88,2.0
2009-03-01,2008-09,Almeria,Getafe,2,1,H,2.19,3.19,3.18,1.58,2.3
2009-03-01,2008-09,Ath Madrid,Barcelona,4,3,H,3.74,3.42,1.89,1.93,1.96
2009-03-01,2008-09,Betis,Villarreal,2,2,D,2.49,3.19,2.71,1.76,2.07
2009-03-01,2008-09,Malaga,Recreativo,0,2,A,1.76,3.39,4.48,1.79,2.11
2009-03-01,2008-09,Numancia,La Coruna,0,1,A,2.59,3.22,2.55,1.89,1.92
2009-03-01,2008-09,Santander,Osasuna,1,1,D,2.26,3.17,3.05,1.65,2.21
2009-03-01,2008-09,Sp Gijon,Mallorca,0,1,A,2.29,3.24,2.93,1.68,2.16
2009-03-01,2008-09,Valencia,Valladolid,1,2,A,1.76,3.36,4.56,1.83,2.06
2009-03-07,2008-09,Barcelona,Ath Bilbao,2,0,H,1.28,4.96,10.43,1.82,2.03
2009-03-07,2008-09,Real Madrid,Ath Madrid,1,1,D,1.7,3.54,4.74,2.06,1.84
2009-03-07,2008-09,Villarreal,Espanol,1,0,H,1.79,3.36,4.51,1.85,2.03
2009-03-08,2008-09,Getafe,Malaga,1,2,A,2.18,3.24,3.22,1.57,2.32
2009-03-08,2008-09,La Coruna,Santander,5,3,H,2.09,3.2,3.47,1.51,2.48
2009-03-08,2008-09,Mallorca,Betis,3,3,D,2.21,3.22,3.19,1.63,2.24
2009-03-08,2008-09,Numancia,Valencia,2,1,H,3.28,3.32,2.11,2.47,1.52
2009-03-08,2008-09,Osasuna,Sp Gijon,1,2,A,1.68,3.39,5.39,1.22,3.96
2009-03-08,2008-09,Recreativo,Valladolid,2,3,A,2.26,3.22,3.09,1.66,2.2
2009-03-08,2008-09,Sevilla,Almeria,2,1,H,1.68,3.44,5.25,1.98,1.91
2009-03-14,2008-09,Ath Bilbao,Real Madrid,2,5,A,3.57,3.32,1.99,1.8,2.1
2009-03-14,2008-09,Valencia,Recreativo,1,1,D,1.82,3.36,4.27,1.93,1.96
2009-03-15,2008-09,Almeria,Barcelona,0,2,A,5.34,3.64,1.61,1.81,2.05
2009-03-15,2008-09,Ath Madrid,Villarreal,3,2,H,2.04,3.28,3.46,2.09,1.8
2009-03-15,2008-09,Betis,Osasuna,0,0,D,2.04,3.26,3.45,1.51,2.5
2009-03-15,2008-09,Espanol,Mallorca,3,3,D,2.12,3.21,3.29,1.54,2.41
2009-03-15,2008-09,Malaga,Sevilla,2,2,D,2.65,3.21,2.53,2.0,1.82
2009-03-15,2008-09,Santander,Numancia,5,0,H,1.74,3.37,4.68,1.8,2.09
2009-03-15,2008-09,Sp Gijon,La Coruna,3,2,H,2.55,3.22,2.61,1.87,1.94
2009-03-15,2008-09,Valladolid,Getafe,1,0,H,2.03,3.29,3.46,2.06,1.82
2009-03-21,2008-09,Sevilla,Valladolid,4,1,H,1.64,3.49,5.27,1.24,3.73
2009-03-21,2008-09,Villarreal,Ath Bilbao,2,0,H,1.69,3.44,4.84,1.27,3.49
2009-03-22,2008-09,Barcelona,Malaga,6,0,H,1.23,5.29,11.57,1.05,8.7
2009-03-22,2008-09,Getafe,Recreativo,2,1,H,2.03,3.24,3.47,1.49,2.54
2009-03-22,2008-09,La Coruna,Betis,1,1,D,2.07,3.24,3.34,1.52,2.47
2009-03-22,2008-09,Mallorca,Ath Madrid,2,0,H,2.84,3.25,2.34,2.14,1.69
2009-03-22,2008-09,Numancia,Sp Gijon,2,1,H,2.28,3.26,2.91,1.69,2.14
2009-03-22,2008-09,Osasuna,Espanol,1,0,H,2.06,3.24,3.39,1.54,2.4
2009-03-22,2008-09,Real Madrid,Almeria,3,0,H,1.28,4.86,10.0,1.93,1.92
2009-03-22,2008-09,Santander,Valencia,0,1,A,2.35,3.21,2.82,1.7,2.12
2009-04-04,2008-09,Almeria,Villarreal,3,0,H,2.45,3.17,2.75,1.75,2.08
2009-04-04,2008-09,Ath Bilbao,Mallorca,2,1,H,2.0,3.3,3.46,1.47,2.59
2009-04-04,2008-09,Betis,Numancia,3,3,D,1.62,3.54,5.22,1.21,4.12
2009-04-04,2008-09,Malaga,Real Madrid,0,1,A,4.41,3.49,1.74,3.33,1.29
2009-04-04,2008-09,Recreativo,Sevilla,0,1,A,3.37,3.26,2.06,2.51,1.5
2009-04-04,2008-09,Valladolid,Barcelona,0,1,A,6.46,3.9,1.47,1.9,1.99
2009-04-05,2008-09,Ath Madrid,Osasuna,2,4,A,1.61,3.55,5.32,1.9,1.98
2009-04-05,2008-09,Espanol,La Coruna,3,1,H,2.31,3.2,2.9,1.7,2.13
2009-04-05,2008-09,Sp Gijon,Santander,0,2,A,2.47,3.2,2.68,1.84,1.97
2009-04-05,2008-09,Valencia,Getafe,4,1,H,1.8,3.39,4.19,1.89,1.99
2009-04-11,2008-09,Barcelona,Recreativo,2,0,H,1.14,7.07,16.29,1.83,2.06
2009-04-11,2008-09,Villarreal,Malaga,0,2,A,2.05,3.27,3.54,1.53,2.5
2009-04-12,2008-09,La Coruna,Ath Madrid,1,2,A,2.47,3.27,2.75,1.79,2.02
2009-04-12,2008-09,Mallorca,Almeria,2,0,H,2.04,3.3,3.51,2.1,1.79
2009-04-12,2008-09,Numancia,Espanol,0,0,D,2.47,3.24,2.75,1.87,1.94
2009-04-12,2008-09,Osasuna,Ath Bilbao,2,1,H,2.04,3.21,3.63,1.48,2.55
2009-04-12,2008-09,Real Madrid,Valladolid,2,0,H,1.25,5.32,11.07,1.91,1.94
2009-04-12,2008-09,Santander,Betis,2,3,A,2.01,3.29,3.61,2.01,1.87
2009-04-12,2008-09,Sevilla,Getafe,0,1,A,1.52,3.71,6.64,1.92,1.93
2009-04-12,2008-09,Sp Gijon,Valencia,2,3,A,3.3,3.26,2.14,2.41,1.53
2009-04-18,2008-09,Ath Bilbao,La Coruna,0,1,A,2.09,3.26,3.31,1.49,2.52
2009-04-18,2008-09,Ath Madrid,Numancia,3,0,H,1.35,4.38,8.57,2.02,1.83
2009-04-18,2008-09,Getafe,Barcelona,0,1,A,6.71,4.05,1.44,1.91,1.94
2009-04-18,2008-09,Malaga,Mallorca,1,1,D,1.91,3.29,3.8,1.97,1.91
2009-04-18,2008-09,Recreativo,Real Madrid,0,1,A,5.86,3.69,1.54,1.75,2.11
2009-04-19,2008-09,Almeria,Osasuna,2,1,H,2.16,3.21,3.19,1.59,2.31
2009-04-19,2008-09,Betis,Sp Gijon,2,0,H,1.67,3.5,4.91,1.25,3.67
2009-04-19,2008-09,Espanol,Santander,1,0,H,2.08,3.25,3.34,1.54,2.42
2009-04-19,2008-09,Valencia,Sevilla,3,1,H,2.11,3.25,3.28,1.53,2.41
2009-04-19,2008-09,Valladolid,Villarreal,0,0,D,2.26,3.24,2.94,1.63,2.25
2009-04-21,2008-09,Numancia,Ath Bilbao,1,2,A,2.59,3.25,2.6,1.94,1.86
2009-04-21,2008-09,Real Madrid,Getafe,3,2,H,1.26,5.19,11.07,1.98,1.87
2009-04-22,2008-09,Barcelona,Sevilla,4,0,H,1.35,4.65,8.21,1.92,1.93
2009-04-22,2008-09,Betis,Valencia,1,2,A,2.84,3.27,2.36,2.08,1.75
2009-04-22,2008-09,La Coruna,Almeria,2,0,H,1.92,3.34,3.86,1.99,1.88
2009-04-22,2008-09,Osasuna,Malaga,2,3,A,2.14,3.25,3.29,1.54,2.39
2009-04-23,2008-09,Mallorca,Valladolid,2,0,H,2.01,3.29,3.59,2.06,1.82
2009-04-23,2008-09,Santander,Ath Madrid,5,1,H,2.79,3.27,2.4,2.03,1.79
2009-04-23,2008-09,Sp Gijon,Espanol,0,3,A,2.57,3.29,2.59,1.94,1.85
2009-04-23,2008-09,Villarreal,Recreativo,2,1,H,1.62,3.56,5.6,1.88,2.0
2009-04-25,2008-09,Almeria,Numancia,2,1,H,1.63,3.57,5.11,1.86,2.02
2009-04-25,2008-09,Malaga,La Coruna,1,1,D,2.07,3.26,3.33,1.9,1.99
2009-04-25,2008-09,Valencia,Barcelona,2,2,D,3.8,3.45,1.86,1.91,1.97
2009-04-26,2008-09,Ath Bilbao,Santander,2,1,H,2.09,3.22,3.34,1.86,2.03
2009-04-26,2008-09,Ath Madrid,Sp Gijon,3,1,H,1.37,4.4,7.86,1.93,1.93
2009-04-26,2008-09,Espanol,Betis,2,0,H,2.09,3.26,3.3,1.84,2.06
2009-04-26,2008-09,Getafe,Villarreal,1,2,A,2.43,3.24,2.74,1.77,2.06
2009-04-26,2008-09,Recreativo,Mallorca,2,4,A,2.26,3.23,2.96,1.69,2.14
2009-04-26,2008-09,Sevilla,Real Madrid,2,4,A,2.62,3.24,2.5,1.88,1.93
2009-04-26,2008-09,Valladolid,Osasuna,0,0,D,2.1,3.24,3.28,1.81,2.09
2009-05-02,2008-09,Numancia,Malaga,2,0,H,2.92,3.31,2.25,2.25,1.63
2009-05-02,2008-09,Real Madrid,Barcelona,2,6,A,2.52,3.26,2.63,1.87,1.93
2009-05-02,2008-09,Villarreal,Sevilla,0,2,A,2.29,3.28,2.87,1.72,2.1
2009-05-03,2008-09,Betis,Ath Madrid,0,2,A,2.75,3.28,2.38,2.03,1.79
2009-05-03,2008-09,Espanol,Valencia,3,0,H,2.78,3.26,2.37,2.06,1.75
2009-05-03,2008-09,La Coruna,Valladolid,1,0,H,1.72,3.4,4.68,1.75,2.16
2009-05-03,2008-09,Mallorca,Getafe,2,1,H,2.07,3.27,3.34,1.54,2.41
2009-05-03,2008-09,Osasuna,Recreativo,1,2,A,1.72,3.37,4.73,1.93,1.96
2009-05-03,2008-09,Santander,Almeria,0,2,A,2.19,3.14,3.16,1.61,2.28
2009-05-03,2008-09,Sp Gijon,Ath Bilbao,1,1,D,2.62,3.28,2.48,1.94,1.86
2009-05-09,2008-09,Ath Bilbao,Betis,1,0,H,2.78,3.19,2.4,2.14,1.69
2009-05-09,2008-09,Sevilla,Mallorca,3,1,H,1.53,3.74,6.0,1.96,1.91
2009-05-09,2008-09,Valencia,Real Madrid,3,0,H,2.32,3.34,2.8,1.73,2.09
2009-05-10,2008-09,Almeria,Sp Gijon,3,1,H,1.88,3.37,3.81,1.4,2.78
2009-05-10,2008-09,Ath Madrid,Espanol,3,2,H,1.7,3.53,4.6,1.31,3.3
2009-05-10,2008-09,Barcelona,Villarreal,3,3,D,1.31,4.65,8.64,2.0,1.83
2009-05-10,2008-09,Getafe,Osasuna,3,0,H,2.06,3.21,3.43,1.51,2.48
2009-05-10,2008-09,Malaga,Santander,1,0,H,2.04,3.26,3.43,1.52,2.46
2009-05-10,2008-09,Recreativo,La Coruna,1,2,A,2.49,3.26,2.63,1.83,1.99
2009-05-10,2008-09,Valladolid,Numancia,0,0,D,1.78,3.41,4.23,1.84,2.06
2009-05-16,2008-09,La Coruna,Getafe,1,1,D,1.85,3.39,3.97,1.89,2.0
2009-05-16,2008-09,Osasuna,Sevilla,0,0,D,2.85,3.25,2.32,2.03,1.78
2009-05-16,2008-09,Villarreal,Real Madrid,3,2,H,2.17,3.4,2.99,1.62,2.23
2009-05-17,2008-09,Ath Madrid,Valencia,1,0,H,2.19,3.34,3.01,1.61,2.19
2009-05-17,2008-09,Betis,Almeria,2,0,H,1.59,3.71,5.26,1.79,2.11
2009-05-17,2008-09,Espanol,Ath Bilbao,1,0,H,1.62,3.61,5.12,1.78,2.12
2009-05-17,2008-09,Mallorca,Barcelona,2,1,H,5.31,3.61,1.6,1.76,2.11
2009-05-17,2008-09,Numancia,Recreativo,1,0,H,2.24,3.36,2.9,1.69,2.13
2009-05-17,2008-09,Santander,Valladolid,3,2,H,1.8,3.37,4.23,1.83,2.07
2009-05-17,2008-09,Sp Gijon,Malaga,2,1,H,2.34,3.36,2.74,1.72,2.1
2009-05-23,2008-09,Almeria,Espanol,0,3,A,2.64,3.29,2.53,2.02,1.8
2009-05-23,2008-09,Ath Bilbao,Ath Madrid,1,4,A,3.96,3.54,1.83,2.02,1.85
