season,date,team,rival_team,home_adv,last_season_team,last_season_rival,pct_wins,avg_goals_scored,avg_goals_received,goal_difference,pct_wins_rival,avg_goals_scored_rival,avg_goals_received_rival,goal_difference_rival,pct_wins_vs_rival,avg_goals_scored_vs_rival,avg_goals_received_vs_rival,goal_difference_vs_rival,AvgH,AvgD,AvgA,goals_team,goals_rival,result
2012-13,2013-04-26,Vallecano,Osasuna,1,15,7,0.3,1.0,1.4,-4,0.3,0.8,1.0,-2,0.33,2.0,0.33,5,1.81,3.59,4.48,2,2,0
2012-13,2013-04-27,Ath Bilbao,Barcelona,1,10,2,0.3,0.6,1.5,-9,0.8,2.7,0.8,19,0.0,1.0,2.8,-9,4.98,3.96,1.66,2,2,0
2012-13,2013-04-27,Ath Madrid,Real Madrid,1,5,1,0.5,1.4,0.4,10,0.9,2.9,0.9,20,0.0,0.6,2.8,-11,2.59,3.44,2.64,1,2,-1
2012-13,2013-04-27,Levante,Celta,1,6,21,0.1,0.7,1.8,-11,0.2,1.0,2.0,-10,0.33,1.33,1.0,1,2.14,3.37,3.43,0,1,-1
2012-13,2013-04-27,Zaragoza,Mallorca,1,16,8,0.0,0.7,2.0,-13,0.3,1.2,2.2,-10,0.2,0.8,1.2,-2,2.15,3.32,3.48,3,2,1
2012-13,2013-04-28,Espanol,Granada,1,14,17,0.5,1.6,0.8,8,0.1,0.9,1.9,-10,0.33,1.33,0.67,2,1.96,3.45,3.9,0,1,-1
2012-13,2013-04-28,Malaga,Getafe,1,4,13,0.4,1.1,1.7,-6,0.4,1.1,1.2,-1,0.6,2.0,1.2,4,1.66,3.78,5.39,2,1,1
2012-13,2013-04-28,Sociedad,Valencia,1,11,3,0.6,2.2,1.1,11,0.5,2.1,1.1,10,0.6,1.6,1.4,1,2.31,3.4,3.06,4,2,1
2012-13,2013-04-28,Valladolid,Sevilla,1,21,9,0.2,0.9,1.6,-7,0.4,1.9,1.6,3,0.6,1.8,1.8,0,3.03,3.36,2.34,1,1,0
2012-13,2013-04-29,Betis,La Coruna,1,12,21,0.3,1.7,1.5,2,0.4,1.6,1.6,0,0.2,0.8,1.6,-4,1.95,3.53,3.84,1,1,0
2012-13,2013-05-03,Celta,Ath Bilbao,1,21,10,0.3,1.1,1.9,-8,0.3,0.8,1.3,-5,0.2,0.6,0.8,-1,2.37,3.36,2.98,1,1,0
2012-13,2013-05-04,Granada,Malaga,1,17,4,0.1,0.7,1.9,-12,0.4,1.1,1.7,-6,0.33,0.67,3.0,-7,2.49,3.33,2.84,1,0,1
2012-13,2013-05-04,La Coruna,Ath Madrid,1,21,5,0.4,1.7,1.4,3,0.5,1.4,0.4,10,0.2,0.4,2.6,-11,3.52,3.39,2.11,0,0,0
2012-13,2013-05-04,Real Madrid,Valladolid,1,1,21,0.9,2.7,0.9,18,0.2,1.0,1.7,-7,0.8,2.6,1.2,7,1.17,7.49,15.93,4,3,1
2012-13,2013-05-04,Valencia,Osasuna,1,3,7,0.4,2.2,1.5,7,0.3,0.9,1.1,-2,0.4,1.8,1.0,4,1.42,4.57,7.66,4,0,1
2012-13,2013-05-05,Barcelona,Betis,1,2,12,0.7,2.3,0.9,14,0.3,1.8,1.6,2,0.6,2.6,1.8,4,1.23,6.38,11.5,4,2,1
2012-13,2013-05-05,Mallorca,Levante,1,8,6,0.3,1.3,2.4,-11,0.1,0.6,1.7,-11,0.4,0.8,1.2,-2,1.75,3.68,4.7,1,1,0
2012-13,2013-05-05,Sevilla,Espanol,1,9,14,0.4,1.9,1.3,6,0.4,1.2,0.9,3,0.2,1.4,1.4,0,1.58,3.94,5.98,3,0,1
2012-13,2013-05-05,Zaragoza,Vallecano,1,16,15,0.1,0.9,2.0,-11,0.2,1.0,1.5,-5,0.33,1.0,0.67,1,2.08,3.45,3.52,3,0,1
2012-13,2013-05-06,Getafe,Sociedad,1,13,11,0.4,1.1,0.8,3,0.6,2.4,1.2,12,0.2,0.6,1.2,-3,3.58,3.5,2.05,2,1,1
2012-13,2013-05-08,Celta,Ath Madrid,1,21,5,0.3,1.1,1.7,-6,0.4,1.1,0.4,7,0.6,1.8,1.4,2,3.31,3.34,2.21,1,3,-1
2012-13,2013-05-08,Real Madrid,Malaga,1,1,4,0.9,2.9,1.2,17,0.3,1.0,1.8,-8,0.6,3.6,1.0,13,1.22,6.42,12.46,6,2,1
2012-13,2013-05-10,Levante,Zaragoza,1,6,16,0.1,0.6,1.7,-11,0.2,1.2,1.9,-7,0.2,0.4,0.8,-2,2.78,3.29,2.57,0,0,0
2012-13,2013-05-11,Espanol,Real Madrid,1,14,1,0.3,1.1,1.2,-1,0.9,3.3,1.3,20,0.0,0.4,3.0,-13,6.19,4.37,1.5,1,1,0
2012-13,2013-05-11,Ath Bilbao,Mallorca,1,10,8,0.3,0.9,1.3,-4,0.3,1.4,2.3,-9,0.6,1.2,0.4,4,1.82,3.64,4.35,2,1,1
2012-13,2013-05-11,Valladolid,La Coruna,1,21,21,0.2,1.3,1.8,-5,0.4,1.6,1.1,5,0.6,1.8,0.2,8,2.46,3.32,2.88,1,0,1
2012-13,2013-05-11,Osasuna,Getafe,1,7,13,0.2,0.8,1.5,-7,0.4,1.0,0.8,2,0.0,0.6,1.0,-2,1.88,3.45,4.3,1,0,1
2012-13,2013-05-12,Ath Madrid,Barcelona,1,5,2,0.4,1.3,0.5,8,0.7,2.5,1.0,15,0.0,0.6,3.2,-13,3.81,3.7,1.92,1,2,-1
2012-13,2013-05-12,Betis,Celta,1,12,21,0.3,2.0,1.9,1,0.2,1.0,1.9,-9,0.4,0.8,1.2,-2,1.88,3.6,4.07,1,0,1
2012-13,2013-05-12,Malaga,Sevilla,1,4,9,0.3,1.2,2.1,-9,0.4,1.9,1.2,7,0.4,1.2,1.0,1,2.61,3.37,2.68,0,0,0
2012-13,2013-05-12,Vallecano,Valencia,1,15,3,0.2,1.0,1.6,-6,0.4,2.4,1.5,9,0.33,1.0,2.0,-3,3.62,3.45,2.04,0,4,-1
2012-13,2013-05-13,Sociedad,Granada,1,11,17,0.6,2.4,1.3,11,0.2,0.7,1.7,-10,0.33,0.67,1.33,-2,1.43,4.47,7.35,2,2,0
2012-13,2013-05-18,Getafe,Valencia,1,13,3,0.3,0.7,0.8,-1,0.5,2.6,1.3,13,0.2,1.6,2.8,-6,4.39,3.74,1.8,0,1,-1
2012-13,2013-05-18,Granada,Osasuna,1,17,7,0.2,0.8,1.7,-9,0.2,0.7,1.5,-8,0.33,1.33,1.33,0,2.11,3.11,3.84,3,0,1
2012-13,2013-05-18,Sevilla,Sociedad,1,9,11,0.4,1.8,1.0,8,0.5,2.3,1.4,9,0.6,1.6,1.4,1,1.91,3.71,3.78,1,2,-1
2012-13,2013-05-19,La Coruna,Espanol,1,21,14,0.4,1.5,1.0,5,0.3,1.2,1.2,0,0.2,1.0,1.8,-4,1.62,4.01,5.33,2,0,1
2012-13,2013-05-19,Levante,Vallecano,1,6,15,0.1,0.6,1.5,-9,0.2,0.9,1.8,-9,0.33,1.67,3.0,-4,2.5,3.32,2.82,2,3,-1
2012-13,2013-05-19,Barcelona,Valladolid,1,2,21,0.7,2.5,1.0,15,0.2,1.2,1.7,-5,1.0,3.4,0.2,16,1.28,5.83,9.94,2,1,1
2012-13,2013-05-19,Zaragoza,Ath Bilbao,1,16,10,0.2,1.0,1.7,-7,0.4,1.0,1.1,-1,0.6,1.6,1.0,3,1.88,3.61,4.09,1,2,-1
2012-13,2013-05-20,Mallorca,Betis,1,8,12,0.3,1.4,2.2,-8,0.3,1.8,1.9,-1,0.4,1.2,1.6,-2,2.54,3.45,2.68,1,0,1
2012-13,2013-05-26,Ath Bilbao,Levante,1,10,6,0.4,1.1,1.2,-1,0.1,0.6,1.6,-10,0.6,1.8,1.8,0,1.46,4.33,6.97,0,1,-1
2012-13,2013-05-26,Ath Madrid,Mallorca,1,5,8,0.4,1.4,0.7,7,0.3,1.3,2.1,-8,0.4,2.0,1.4,3,1.61,4.14,5.05,0,0,0
2012-13,2013-05-26,Betis,Zaragoza,1,12,16,0.3,1.5,1.7,-2,0.2,1.1,1.7,-6,1.0,2.6,1.0,8,2.04,3.46,3.58,4,0,1
2012-13,2013-05-26,Espanol,Barcelona,1,14,2,0.3,1.2,1.4,-2,0.8,2.6,0.9,17,0.0,0.4,3.2,-14,5.44,4.05,1.59,0,2,-1
2012-13,2013-05-26,Getafe,Vallecano,1,13,15,0.2,0.5,0.9,-4,0.3,1.2,2.0,-8,0.0,0.33,2.0,-5,2.13,3.47,3.31,1,2,-1
2012-13,2013-05-26,Malaga,La Coruna,1,4,21,0.3,1.2,2.1,-9,0.5,1.7,1.0,7,0.0,0.0,1.0,-5,2.39,3.46,2.83,3,1,1
2012-13,2013-05-26,Osasuna,Sevilla,1,7,9,0.2,0.7,1.7,-10,0.3,1.5,1.1,4,0.2,0.6,1.2,-3,2.4,3.36,2.9,2,1,1
2012-13,2013-05-26,Sociedad,Real Madrid,1,11,1,0.6,2.2,1.2,10,0.8,3.2,1.3,19,0.0,1.2,3.2,-10,2.53,3.62,2.58,3,3,0
2012-13,2013-05-26,Valencia,Granada,1,3,17,0.6,2.5,1.1,14,0.3,1.0,1.5,-5,1.0,1.33,0.33,3,1.25,5.77,11.67,1,0,1
2012-13,2013-05-26,Valladolid,Celta,1,21,21,0.2,1.3,1.9,-6,0.2,0.9,1.6,-7,0.0,1.0,2.67,-5,2.89,3.39,2.4,0,2,-1
2012-13,2013-06-01,Levante,Betis,1,6,12,0.2,0.7,1.6,-9,0.3,1.7,1.6,1,0.8,1.8,1.2,3,3.3,3.39,2.19,1,1,0
2012-13,2013-06-01,Barcelona,Malaga,1,2,4,0.8,2.6,0.9,17,0.4,1.4,2.1,-7,1.0,3.6,1.0,13,1.25,6.12,10.36,4,1,1
2012-13,2013-06-01,Granada,Getafe,1,17,13,0.3,1.0,1.6,-6,0.2,0.6,1.1,-5,0.33,1.0,1.0,0,2.13,3.41,3.42,2,0,1
2012-13,2013-06-01,La Coruna,Sociedad,1,21,11,0.5,1.8,1.1,7,0.5,2.4,1.5,9,0.6,1.2,1.0,1,2.56,3.67,2.56,0,1,-1
2012-13,2013-06-01,Celta,Espanol,1,21,14,0.3,1.0,1.4,-4,0.3,1.2,1.4,-2,0.2,0.4,1.4,-5,1.45,4.5,6.8,1,0,1
2012-13,2013-06-01,Mallorca,Valladolid,1,8,21,0.2,1.1,2.0,-9,0.2,1.2,2.0,-8,0.6,1.6,1.4,1,1.46,4.0,6.39,4,2,1
2012-13,2013-06-01,Vallecano,Ath Bilbao,1,15,10,0.3,1.2,2.1,-9,0.3,1.0,1.3,-3,0.33,1.67,1.67,0,2.1,3.48,3.44,2,2,0
2012-13,2013-06-01,Real Madrid,Osasuna,1,1,7,0.7,3.3,1.5,18,0.3,0.8,1.6,-8,0.6,2.6,0.6,10,1.26,5.96,10.62,4,2,1
2012-13,2013-06-01,Sevilla,Valencia,1,9,3,0.3,1.5,1.1,4,0.7,2.6,1.0,16,0.8,1.2,0.6,3,3.26,3.57,2.13,4,3,1
2012-13,2013-06-01,Zaragoza,Ath Madrid,1,16,5,0.2,1.1,2.1,-10,0.4,1.4,0.6,8,0.2,0.4,1.4,-5,2.14,3.54,3.28,1,3,-1
2013-14,2013-08-17,Sociedad,Getafe,1,4,10,0.5,2.1,1.4,7,0.1,0.5,1.3,-8,0.0,0.6,1.0,-2,1.73,3.66,4.91,2,0,1
2013-14,2013-08-17,Valencia,Malaga,1,5,6,0.6,2.6,1.4,12,0.4,1.5,2.3,-8,0.6,2.2,1.8,2,1.56,4.04,6.09,1,0,1
2013-14,2013-08-17,Valladolid,Ath Bilbao,1,14,12,0.2,1.3,2.0,-7,0.3,1.2,1.4,-2,0.2,1.2,1.8,-3,2.57,3.3,2.76,1,2,-1
2013-14,2013-08-18,Barcelona,Levante,1,1,11,0.8,2.7,0.9,18,0.2,0.7,1.6,-9,0.8,2.6,0.4,11,1.09,10.79,26.0,7,0,1
2013-14,2013-08-18,Osasuna,Granada,1,16,15,0.3,1.0,1.8,-8,0.4,1.1,1.5,-4,0.25,1.0,1.75,-3,2.06,3.32,3.69,1,2,-1
2013-14,2013-08-18,Real Madrid,Betis,1,2,7,0.7,3.2,1.5,17,0.3,1.8,1.4,4,0.8,3.2,1.2,10,1.17,7.43,16.33,2,1,1
2013-14,2013-08-18,Sevilla,Ath Madrid,1,9,3,0.3,1.5,1.4,1,0.4,1.5,0.7,8,0.0,0.6,1.6,-5,2.75,3.31,2.57,1,3,-1
2013-14,2013-08-19,Almeria,Villarreal,1,21,21,0.1,0.6,2.3,-17,0.3,1.1,1.1,0,0.4,1.6,1.0,3,2.55,3.25,2.82,2,3,-1
2013-14,2013-08-19,Celta,Espanol,1,17,13,0.4,1.0,1.1,-1,0.2,1.0,1.5,-5,0.2,0.4,1.4,-5,2.2,3.28,3.42,2,2,0
2013-14,2013-08-19,Vallecano,Elche,1,8,21,0.3,1.3,2.0,-7,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2.24,3.32,3.29,3,0,1
2013-14,2013-08-23,Ath Bilbao,Osasuna,1,12,16,0.3,1.3,1.5,-2,0.2,0.8,1.9,-11,0.8,1.6,0.8,4,1.66,3.8,5.47,2,0,1
2013-14,2013-08-23,Getafe,Almeria,1,10,21,0.1,0.5,1.5,-10,0.1,0.8,2.5,-17,0.4,1.6,1.4,1,1.86,3.54,4.3,2,2,0
2013-14,2013-08-24,Villarreal,Valladolid,1,21,14,0.3,1.2,1.3,-1,0.2,1.3,1.9,-6,0.6,1.4,0.8,3,1.86,3.54,4.28,2,1,1
2013-14,2013-08-24,Elche,Sociedad,1,21,4,0.0,0.0,3.0,-3,0.6,2.1,1.2,9,0.0,0.0,0.0,0,3.21,3.38,2.25,1,1,0
2013-14,2013-08-24,Espanol,Valencia,1,13,5,0.2,1.0,1.5,-5,0.7,2.6,1.3,13,0.2,2.2,1.8,2,3.07,3.34,2.35,3,1,1
2013-14,2013-08-25,Ath Madrid,Vallecano,1,3,8,0.5,1.7,0.7,10,0.4,1.5,1.7,-2,0.75,2.25,1.5,3,1.32,5.2,9.74,5,0,1
2013-14,2013-08-25,Betis,Celta,1,7,17,0.3,1.9,1.6,3,0.4,1.0,1.1,-1,0.6,0.8,0.8,0,1.77,3.62,4.72,1,2,-1
2013-14,2013-08-25,Levante,Sevilla,1,11,9,0.1,0.6,2.3,-17,0.3,1.6,1.6,0,0.4,0.8,1.0,-1,3.34,3.33,2.21,0,0,0
2013-14,2013-08-25,Malaga,Barcelona,1,6,1,0.3,1.2,2.3,-11,0.9,3.2,0.7,25,0.0,1.0,3.6,-13,12.57,6.4,1.23,0,1,-1
2013-14,2013-08-26,Granada,Real Madrid,1,15,2,0.5,1.3,1.5,-2,0.8,3.3,1.5,18,0.25,0.75,2.5,-7,8.8,5.46,1.32,0,1,-1
2013-14,2013-08-30,Almeria,Elche,1,21,21,0.1,0.9,2.4,-15,0.0,0.5,2.0,-3,0.0,0.0,0.0,0,2.06,3.43,3.65,2,2,0
2013-14,2013-08-30,Vallecano,Levante,1,8,11,0.3,1.3,2.2,-9,0.1,0.5,1.8,-13,0.75,3.0,1.75,5,1.84,3.6,4.39,1,2,-1
2013-14,2013-08-31,Celta,Granada,1,17,15,0.5,1.2,1.0,2,0.5,1.2,1.1,1,0.5,1.5,1.5,0,2.19,3.32,3.4,1,1,0
2013-14,2013-08-31,Osasuna,Villarreal,1,16,21,0.2,0.8,1.9,-11,0.4,1.4,1.4,0,0.6,1.6,1.2,2,2.56,3.23,2.84,0,3,-1
2013-14,2013-08-31,Valladolid,Getafe,1,14,10,0.2,1.3,1.9,-6,0.1,0.7,1.7,-10,0.4,0.8,0.8,0,2.16,3.31,3.49,1,0,1
2013-14,2013-09-01,Sevilla,Malaga,1,9,6,0.2,1.4,1.5,-1,0.3,1.0,2.0,-10,0.2,0.6,1.0,-2,1.63,3.91,5.5,2,2,0
2013-14,2013-09-01,Espanol,Betis,1,13,7,0.2,1.1,1.6,-5,0.2,1.5,1.7,-2,0.6,1.0,0.4,3,2.03,3.48,3.69,0,0,0
2013-14,2013-09-01,Sociedad,Ath Madrid,1,4,3,0.5,1.8,1.1,7,0.6,2.2,0.7,15,0.2,0.4,1.8,-7,2.83,3.39,2.48,1,2,-1
2013-14,2013-09-01,Valencia,Barcelona,1,5,1,0.6,2.5,1.5,10,0.9,2.8,0.7,21,0.0,0.8,2.0,-6,5.66,4.32,1.56,2,3,-1
2013-14,2013-09-01,Real Madrid,Ath Bilbao,1,2,12,0.8,2.9,1.4,15,0.4,1.4,1.3,1,1.0,3.6,0.4,16,1.18,7.41,15.16,3,1,1
2013-14,2013-09-14,Ath Madrid,Almeria,1,3,21,0.6,1.9,0.8,11,0.1,1.0,2.3,-13,0.2,1.6,1.2,2,1.26,5.86,11.6,4,2,1
2013-14,2013-09-14,Barcelona,Sevilla,1,1,9,0.9,2.8,0.9,19,0.2,1.3,1.4,-1,0.6,1.6,0.8,4,1.17,7.57,14.82,3,2,1
2013-14,2013-09-14,Levante,Sociedad,1,11,4,0.2,0.7,1.5,-8,0.4,1.7,1.3,4,0.6,2.0,1.2,4,3.1,3.29,2.34,0,0,0
2013-14,2013-09-14,Villarreal,Real Madrid,1,21,2,0.5,1.6,1.1,5,0.8,2.9,1.5,14,0.0,1.2,3.4,-11,5.67,4.22,1.56,2,2,0
2013-14,2013-09-15,Betis,Valencia,1,7,5,0.2,1.2,1.4,-2,0.6,2.4,1.5,9,0.4,0.8,2.0,-6,2.7,3.33,2.62,3,1,1
2013-14,2013-09-15,Getafe,Osasuna,1,10,16,0.1,0.6,1.6,-10,0.2,0.8,2.1,-13,0.2,1.0,0.8,1,1.98,3.39,3.99,2,1,1
2013-14,2013-09-15,Granada,Espanol,1,15,13,0.5,1.3,0.7,6,0.2,0.8,1.3,-5,0.5,0.75,1.0,-1,2.37,3.25,3.08,0,1,-1
2013-14,2013-09-15,Malaga,Vallecano,1,6,8,0.2,1.1,2.2,-11,0.3,1.4,2.2,-8,0.5,2.0,1.75,1,1.97,3.51,3.88,5,0,1
2013-14,2013-09-16,Ath Bilbao,Celta,1,12,17,0.4,1.5,1.3,2,0.5,1.3,1.0,3,0.4,0.8,0.6,1,1.71,3.78,4.94,3,2,1
2013-14,2013-09-16,Elche,Valladolid,1,21,14,0.0,1.0,2.0,-3,0.2,1.2,1.8,-6,0.0,0.0,0.0,0,2.28,3.27,3.28,0,0,0
2013-14,2013-09-20,Osasuna,Elche,1,16,21,0.2,0.9,2.3,-14,0.0,0.75,1.5,-3,0.0,0.0,0.0,0,2.04,3.35,3.81,2,1,1
2013-14,2013-09-21,Almeria,Levante,1,21,11,0.1,1.2,2.4,-12,0.2,0.7,1.4,-7,0.25,0.5,1.5,-4,1.93,3.49,4.1,2,2,0
2013-14,2013-09-21,Sociedad,Malaga,1,4,6,0.4,1.7,1.3,4,0.3,1.5,1.7,-2,0.6,2.0,1.6,2,1.9,3.57,4.07,0,0,0
2013-14,2013-09-21,Valladolid,Ath Madrid,1,14,3,0.2,1.1,1.7,-6,0.6,2.2,1.0,12,0.2,0.8,2.6,-9,5.34,3.69,1.68,0,2,-1
2013-14,2013-09-21,Vallecano,Barcelona,1,8,1,0.3,1.3,2.6,-13,0.9,3.0,1.1,19,0.0,0.25,4.75,-18,13.41,6.96,1.2,0,4,-1
2013-14,2013-09-22,Betis,Granada,1,7,15,0.3,1.4,1.2,2,0.5,1.2,0.7,5,0.5,2.0,1.25,3,1.73,3.67,5.01,0,0,0
2013-14,2013-09-22,Celta,Villarreal,1,17,21,0.4,1.3,1.2,1,0.4,1.6,1.2,4,0.6,1.2,0.8,2,2.75,3.35,2.56,0,0,0
2013-14,2013-09-22,Real Madrid,Getafe,1,2,10,0.7,2.8,1.6,12,0.2,0.8,1.5,-7,0.8,2.8,0.8,10,1.13,9.13,19.69,4,1,1
2013-14,2013-09-22,Valencia,Sevilla,1,5,9,0.5,2.0,1.7,3,0.2,1.5,1.6,-1,0.2,1.2,1.6,-2,1.87,3.6,4.17,3,1,1
2013-14,2013-09-23,Espanol,Ath Bilbao,1,13,12,0.2,0.7,1.3,-6,0.5,1.7,1.4,3,0.6,2.8,1.6,6,2.34,3.39,3.05,3,2,1
2013-14,2013-09-24,Ath Madrid,Osasuna,1,3,16,0.7,2.3,0.8,15,0.3,0.9,2.2,-13,0.8,1.8,0.6,6,1.21,6.26,15.38,2,1,1
2013-14,2013-09-24,Barcelona,Sociedad,1,1,4,1.0,3.2,0.9,23,0.3,1.3,1.1,2,0.4,2.4,1.8,3,1.14,8.62,18.9,4,1,1
2013-14,2013-09-24,Levante,Valladolid,1,11,14,0.2,0.9,1.5,-6,0.2,1.0,1.8,-8,0.25,0.5,1.75,-5,2.15,3.29,3.53,1,1,0
2013-14,2013-09-24,Malaga,Almeria,1,6,21,0.2,1.3,1.6,-3,0.1,1.4,2.5,-11,0.4,1.6,1.4,1,1.69,3.84,5.09,2,0,1
2013-14,2013-09-25,Granada,Valencia,1,15,5,0.4,1.1,0.7,4,0.6,2.1,1.4,7,0.0,0.25,1.25,-4,3.12,3.3,2.35,0,1,-1
2013-14,2013-09-25,Sevilla,Vallecano,1,9,8,0.2,1.5,1.8,-3,0.3,1.1,2.8,-17,0.5,2.0,1.25,3,1.49,4.39,6.58,4,1,1
2013-14,2013-09-25,Elche,Real Madrid,1,21,2,0.0,0.8,1.6,-4,0.7,3.0,1.6,14,0.0,0.0,0.0,0,10.69,5.74,1.28,1,2,-1
2013-14,2013-09-26,Ath Bilbao,Betis,1,12,7,0.5,1.7,1.5,2,0.3,1.3,1.1,2,0.2,1.6,2.2,-3,1.96,3.5,3.88,2,1,1
2013-14,2013-09-26,Getafe,Celta,1,10,17,0.2,0.8,1.7,-9,0.3,1.2,1.2,0,0.4,1.2,1.2,0,2.16,3.33,3.5,2,0,1
2013-14,2013-09-26,Villarreal,Espanol,1,21,13,0.4,1.5,1.1,4,0.3,1.0,1.4,-4,0.4,1.0,0.0,5,1.74,3.59,5.06,2,1,1
2013-14,2013-09-27,Valladolid,Malaga,1,14,6,0.2,0.8,1.5,-7,0.3,1.5,1.5,0,0.0,0.8,1.4,-3,2.92,3.24,2.5,2,2,0
2013-14,2013-09-28,Almeria,Barcelona,1,21,1,0.1,1.4,2.6,-12,1.0,3.2,0.8,24,0.0,0.6,3.2,-13,14.87,7.54,1.17,0,2,-1
2013-14,2013-09-28,Real Madrid,Ath Madrid,1,2,3,0.7,2.8,1.4,14,0.8,2.5,0.9,16,1.0,2.8,0.8,10,1.67,3.86,5.22,0,1,-1
2013-14,2013-09-28,Sociedad,Sevilla,1,4,9,0.3,1.3,1.3,0,0.2,1.6,1.9,-3,0.6,1.4,1.2,1,2.19,3.41,3.3,1,1,0
2013-14,2013-09-28,Valencia,Vallecano,1,5,8,0.6,1.8,1.4,4,0.3,1.2,2.9,-17,0.75,2.5,0.75,7,1.32,5.28,9.29,1,0,1
2013-14,2013-09-29,Betis,Villarreal,1,7,21,0.3,1.2,0.9,3,0.5,1.6,1.1,5,0.2,1.2,1.4,-1,2.51,3.33,2.81,1,0,1
2013-14,2013-09-29,Celta,Elche,1,17,21,0.3,1.1,1.3,-2,0.0,0.83,1.67,-5,0.0,0.0,0.0,0,1.91,3.42,4.21,0,1,-1
2013-14,2013-09-29,Espanol,Getafe,1,13,10,0.3,1.1,1.3,-2,0.2,0.8,1.6,-8,0.6,1.4,0.8,3,1.75,3.56,4.98,0,2,-1
2013-14,2013-09-29,Osasuna,Levante,1,16,11,0.3,1.0,2.0,-10,0.2,0.9,1.5,-6,0.8,2.2,0.4,9,2.11,3.27,3.66,0,1,-1
2013-14,2013-09-30,Granada,Ath Bilbao,1,15,12,0.3,1.0,0.8,2,0.6,1.8,1.5,3,0.25,1.0,1.25,-1,2.75,3.28,2.6,2,0,1
2013-14,2013-10-04,Malaga,Osasuna,1,6,16,0.3,1.5,1.1,4,0.2,0.9,2.1,-12,0.2,0.6,0.6,0,1.56,3.94,6.18,0,1,-1
2013-14,2013-10-04,Villarreal,Granada,1,21,15,0.5,1.5,1.1,4,0.4,1.0,0.6,4,0.5,1.5,1.0,1,1.47,4.32,7.17,3,0,1
2013-14,2013-10-05,Barcelona,Valladolid,1,1,14,1.0,3.2,0.7,25,0.1,0.9,1.7,-8,1.0,2.6,0.4,11,1.11,9.54,24.14,4,1,1
2013-14,2013-10-05,Elche,Espanol,1,21,13,0.14,0.86,1.43,-4,0.3,1.0,1.4,-4,0.0,0.0,0.0,0,2.54,3.26,2.85,2,1,1
2013-14,2013-10-05,Levante,Real Madrid,1,11,2,0.3,1.0,1.5,-5,0.6,2.2,1.3,9,0.2,1.0,2.6,-8,9.16,5.21,1.34,2,3,-1
2013-14,2013-10-05,Vallecano,Sociedad,1,8,4,0.3,1.2,2.6,-14,0.3,1.2,1.2,0,0.25,1.0,2.5,-6,3.05,3.41,2.34,1,0,1
2013-14,2013-10-06,Ath Bilbao,Valencia,1,12,5,0.5,1.6,1.6,0,0.6,1.5,1.4,1,0.2,1.0,1.8,-4,2.15,3.48,3.34,1,1,0
2013-14,2013-10-06,Ath Madrid,Celta,1,3,17,0.8,2.3,0.8,15,0.3,1.0,1.1,-1,0.6,1.8,1.6,1,1.23,6.0,14.56,2,1,1
2013-14,2013-10-06,Getafe,Betis,1,10,7,0.3,1.0,1.5,-5,0.3,1.2,0.9,3,0.2,1.2,1.4,-1,2.42,3.28,2.97,3,1,1
2013-14,2013-10-06,Sevilla,Almeria,1,9,21,0.2,1.7,2.0,-3,0.1,1.4,2.6,-12,0.8,1.6,1.2,2,1.5,4.27,6.56,2,1,1
2013-14,2013-10-19,Espanol,Ath Madrid,1,13,3,0.3,1.1,1.4,-3,0.9,2.4,0.7,17,0.2,1.4,1.8,-2,4.98,3.66,1.73,1,0,1
2013-14,2013-10-19,Osasuna,Barcelona,1,16,1,0.3,1.0,1.8,-8,1.0,3.4,0.7,27,0.2,1.0,3.8,-14,12.04,6.24,1.24,0,0,0
2013-14,2013-10-19,Real Madrid,Malaga,1,2,6,0.7,2.4,1.4,10,0.3,1.5,1.2,3,0.6,4.0,1.2,14,1.2,7.1,12.76,2,0,1
2013-14,2013-10-19,Valencia,Sociedad,1,5,4,0.5,1.5,1.5,0,0.2,1.0,1.2,-2,0.2,1.4,2.2,-4,1.76,3.66,4.73,1,2,-1
2013-14,2013-10-20,Almeria,Vallecano,1,21,8,0.1,1.5,2.8,-13,0.3,1.0,2.4,-14,0.0,0.0,0.0,0,1.96,3.56,3.85,0,1,-1
2013-14,2013-10-20,Betis,Elche,1,7,21,0.3,1.3,1.1,2,0.25,1.0,1.38,-3,0.0,0.0,0.0,0,1.76,3.63,4.83,1,2,-1
2013-14,2013-10-20,Granada,Getafe,1,15,10,0.3,0.7,0.9,-2,0.4,1.3,1.5,-2,0.5,1.25,0.75,2,2.16,3.33,3.48,0,2,-1
2013-14,2013-10-20,Valladolid,Sevilla,1,14,9,0.1,0.9,1.9,-10,0.3,1.8,1.9,-1,0.4,1.4,1.6,-1,2.91,3.37,2.43,2,2,0
2013-14,2013-10-21,Ath Bilbao,Villarreal,1,12,21,0.4,1.5,1.6,-1,0.5,1.5,0.9,6,0.0,1.0,2.0,-5,2.25,3.43,3.16,2,0,1
2013-14,2013-10-21,Celta,Levante,1,17,11,0.3,1.1,1.2,-1,0.3,1.0,1.5,-5,0.25,1.0,1.0,0,2.08,3.39,3.63,0,1,-1
2013-14,2013-10-25,Vallecano,Valladolid,1,8,14,0.3,0.9,2.3,-14,0.1,1.1,1.9,-8,0.0,1.0,4.0,-6,2.04,3.45,3.7,0,3,-1
