season,date,team,rival_team,home_adv,last_season_team,last_season_rival,pct_wins,avg_goals_scored,avg_goals_received,goal_difference,pct_wins_rival,avg_goals_scored_rival,avg_goals_received_rival,goal_difference_rival,pct_wins_vs_rival,avg_goals_scored_vs_rival,avg_goals_received_vs_rival,goal_difference_vs_rival,goals_team,goals_rival,result,AvgWin,AvgLoss,AvgDraw,AvgAHWin,AvgAHLoss
2017-18,2018-03-31,Barcelona,Sevilla,0,2,4,0.70,2.20,0.40,18.00,0.50,1.40,1.60,-2.00,0.80,10.00,5.00,5.00,2,2,0,1.71,4.66,3.94,1.95,1.90
2017-18,2018-04-07,Barcelona,Leganes,1,2,17,0.60,1.90,0.60,13.00,0.20,0.50,1.50,-10.00,1.00,10.00,2.00,8.00,3,1,1,1.12,25.01,8.76,1.90,1.95
2017-18,2018-04-14,Barcelona,Valencia,1,2,12,0.60,2.00,0.60,14.00,0.80,1.70,0.60,11.00,0.40,10.00,8.00,2.00,2,1,1,1.30,9.61,5.72,2.02,1.84
2017-18,2018-04-17,Barcelona,Celta,0,2,13,0.70,2.10,0.60,15.00,0.30,1.10,1.20,-1.00,0.40,17.00,11.00,6.00,2,2,0,1.68,4.72,4.18,1.84,2.02
2017-18,2018-04-29,Barcelona,La Coruna,0,2,16,0.70,2.30,0.80,15.00,0.20,0.80,1.20,-4.00,0.60,19.00,4.00,15.00,4,2,1,1.28,10.55,5.94,1.92,1.94
2017-18,2018-05-06,Barcelona,Real Madrid,1,2,1,0.70,2.50,1.00,15.00,0.70,2.40,1.00,14.00,0.60,12.00,5.00,7.00,2,2,0,1.70,4.36,4.38,1.82,2.04
2017-18,2018-05-09,Barcelona,Villarreal,1,2,5,0.60,2.10,1.10,10.00,0.50,1.40,1.20,2.00,0.60,12.00,4.00,8.00,5,1,1,1.29,9.94,5.86,1.98,1.87
2017-18,2018-05-13,Barcelona,Levante,0,2,21,0.70,2.50,1.10,14.00,0.70,1.60,0.90,7.00,1.00,19.00,1.00,18.00,4,5,-1,1.31,9.56,5.52,1.81,2.06
2017-18,2018-05-20,Barcelona,Sociedad,1,2,6,0.60,2.80,1.60,12.00,0.50,1.70,1.00,7.00,0.60,12.00,6.00,6.00,1,0,1,1.24,10.23,6.59,1.89,1.97
2018-19,2018-08-18,Barcelona,Alaves,1,1,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,13.00,3.00,10.00,3,0,1,1.10,25.88,9.95,1.91,1.95
2018-19,2018-08-25,Barcelona,Valladolid,0,1,21,1.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.80,13.00,4.00,9.00,1,0,1,1.17,17.41,7.54,1.79,2.07
2018-19,2018-09-02,Barcelona,Huesca,1,1,21,1.00,2.00,0.00,4.00,0.50,2.00,1.50,1.00,0.00,0.00,0.00,0.00,8,2,1,1.07,32.16,12.64,1.93,1.92
2018-19,2018-09-15,Barcelona,Sociedad,0,1,11,1.00,4.00,0.67,10.00,0.33,1.67,1.67,0.00,0.60,9.00,6.00,3.00,2,1,1,1.42,6.81,5.09,1.88,1.98
2018-19,2018-09-23,Barcelona,Girona,1,1,10,1.00,3.50,0.75,11.00,0.50,1.25,1.50,-1.00,1.00,9.00,1.00,8.00,2,2,0,1.08,29.57,11.24,1.82,2.06
2018-19,2018-09-26,Barcelona,Leganes,0,1,17,0.80,3.20,1.00,11.00,0.00,0.80,2.00,-6.00,1.00,13.00,3.00,10.00,1,2,-1,1.27,11.26,6.06,1.80,2.07
2018-19,2018-09-29,Barcelona,Ath Bilbao,1,1,16,0.67,2.83,1.17,10.00,0.20,1.40,1.80,-2.00,1.00,14.00,0.00,14.00,1,1,0,1.16,16.91,8.20,1.92,1.94
2018-19,2018-10-07,Barcelona,Valencia,0,1,4,0.57,2.57,1.14,10.00,0.14,0.71,0.86,-1.00,0.60,11.00,8.00,3.00,1,1,0,1.68,4.69,4.17,2.16,1.72
2018-19,2018-10-20,Barcelona,Sevilla,1,1,7,0.50,2.38,1.12,10.00,0.62,2.25,1.00,10.00,0.80,11.00,5.00,6.00,4,2,1,1.34,7.58,5.92,2.00,1.86
2018-19,2018-10-28,Barcelona,Real Madrid,1,1,3,0.56,2.56,1.22,12.00,0.44,1.44,1.00,4.00,0.40,10.00,7.00,3.00,5,1,1,2.00,3.58,3.74,1.72,2.20
2018-19,2018-11-03,Barcelona,Vallecano,0,1,21,0.60,2.80,1.20,16.00,0.10,1.00,2.00,-10.00,1.00,24.00,4.00,20.00,3,2,1,1.30,9.63,5.83,2.36,1.62
2018-19,2018-11-11,Barcelona,Betis,1,1,6,0.60,2.80,1.40,14.00,0.30,0.80,0.90,-1.00,0.80,16.00,3.00,13.00,3,4,-1,1.19,13.01,7.25,1.91,1.95
2018-19,2018-11-24,Barcelona,Ath Madrid,0,1,2,0.50,3.00,1.80,12.00,0.50,1.40,0.70,7.00,0.60,7.00,4.00,3.00,1,1,0,2.40,3.10,3.29,2.07,1.80
2018-19,2018-12-02,Barcelona,Villarreal,1,1,5,0.40,2.30,1.70,6.00,0.30,1.20,1.10,1.00,0.60,14.00,5.00,9.00,2,0,1,1.24,11.69,6.58,1.99,1.87
2018-19,2018-12-08,Barcelona,Espanol,0,1,13,0.40,2.30,1.60,7.00,0.40,1.20,1.30,-1.00,0.80,18.00,2.00,16.00,4,0,1,1.52,6.26,4.45,1.83,2.03
2018-19,2018-12-16,Barcelona,Levante,0,1,15,0.50,2.50,1.40,11.00,0.50,1.90,1.40,5.00,0.80,18.00,6.00,12.00,5,0,1,1.26,10.36,6.35,2.01,1.85
2018-19,2018-12-22,Barcelona,Celta,1,1,12,0.60,2.90,1.20,17.00,0.30,1.70,1.50,2.00,0.40,18.00,9.00,9.00,2,0,1,1.12,20.99,10.06,1.79,2.07
2018-19,2019-01-06,Barcelona,Getafe,0,1,8,0.70,3.00,1.10,19.00,0.40,1.20,0.70,5.00,0.80,16.00,1.00,15.00,2,1,1,1.38,7.72,5.13,2.10,1.78
2018-19,2019-01-13,Barcelona,Eibar,1,1,9,0.80,3.10,1.10,20.00,0.20,1.20,1.30,-1.00,1.00,20.00,3.00,17.00,3,0,1,1.13,19.42,9.00,1.98,1.88
2018-19,2019-01-20,Barcelona,Leganes,1,1,17,0.80,3.00,0.90,21.00,0.30,0.90,0.80,1.00,0.80,14.00,5.00,9.00,3,1,1,1.12,22.65,8.89,2.06,1.81
2018-19,2019-01-27,Barcelona,Girona,0,1,10,0.80,2.80,0.90,19.00,0.20,1.10,1.20,-1.00,0.67,11.00,3.00,8.00,2,0,1,1.33,9.05,5.43,1.95,1.92
2018-19,2019-02-02,Barcelona,Valencia,1,1,4,0.80,2.70,0.70,20.00,0.50,1.50,0.90,6.00,0.60,11.00,7.00,4.00,2,2,0,1.28,9.91,6.14,1.77,2.09
2018-19,2019-02-10,Barcelona,Ath Bilbao,0,1,16,0.80,2.60,0.50,21.00,0.40,1.00,0.90,1.00,0.80,9.00,1.00,8.00,0,0,0,1.74,4.64,3.95,2.30,1.64
2018-19,2019-02-16,Barcelona,Valladolid,1,1,21,0.80,2.50,0.40,21.00,0.20,1.00,1.80,-8.00,0.80,10.00,4.00,6.00,1,0,1,1.15,18.25,8.49,1.75,2.13
2018-19,2019-02-23,Barcelona,Sevilla,0,1,7,0.80,2.40,0.40,20.00,0.20,1.20,1.30,-1.00,0.80,13.00,6.00,7.00,4,2,1,1.95,3.63,3.95,2.20,1.71
2018-19,2019-03-02,Barcelona,Real Madrid,0,1,3,0.80,2.40,0.60,18.00,0.70,2.00,1.10,9.00,0.60,14.00,6.00,8.00,1,0,1,2.47,2.72,3.73,2.15,1.74
2018-19,2019-03-09,Barcelona,Vallecano,1,1,21,0.80,2.00,0.60,14.00,0.40,1.30,1.40,-1.00,1.00,21.00,6.00,15.00,3,1,1,1.15,18.72,8.27,1.70,2.22
2018-19,2019-03-17,Barcelona,Betis,0,1,6,0.80,2.10,0.70,14.00,0.40,1.10,1.30,-2.00,0.60,17.00,7.00,10.00,4,1,1,1.43,6.75,4.96,1.69,2.23
2018-19,2019-03-30,Barcelona,Espanol,1,1,13,0.80,2.30,0.70,16.00,0.20,1.30,1.70,-4.00,0.80,17.00,2.00,15.00,2,0,1,1.17,14.79,8.08,1.79,2.07
2018-19,2019-04-02,Barcelona,Villarreal,0,1,5,0.80,2.20,0.70,15.00,0.30,1.40,1.40,0.00,0.80,14.00,3.00,11.00,4,4,0,1.65,5.13,4.17,2.08,1.79
2018-19,2019-04-06,Barcelona,Ath Madrid,1,1,2,0.70,2.30,1.00,13.00,0.70,1.50,0.60,9.00,0.40,6.00,4.00,2.00,2,0,1,1.79,4.68,3.75,1.97,1.90
2018-19,2019-04-13,Barcelona,Huesca,0,1,21,0.70,2.30,1.00,13.00,0.30,1.80,1.60,2.00,1.00,8.00,2.00,6.00,0,0,0,1.68,4.88,4.15,2.23,1.70
2018-19,2019-04-20,Barcelona,Sociedad,1,1,11,0.70,2.10,0.80,13.00,0.20,1.10,1.40,-3.00,0.80,11.00,6.00,5.00,2,1,1,1.23,12.30,6.63,2.03,1.83
2018-19,2019-04-23,Barcelona,Alaves,0,1,14,0.80,2.30,0.90,14.00,0.20,1.10,1.50,-4.00,0.80,14.00,3.00,11.00,2,0,1,1.42,7.04,5.10,2.14,1.74
2018-19,2019-04-27,Barcelona,Levante,1,1,15,0.80,2.40,0.90,15.00,0.10,1.50,1.80,-3.00,0.80,18.00,6.00,12.00,1,0,1,1.25,10.55,6.41,1.72,2.16
2018-19,2019-05-04,Barcelona,Celta,0,1,12,0.80,2.10,0.70,14.00,0.30,1.20,1.40,-2.00,0.40,14.00,8.00,6.00,0,2,-1,3.33,2.15,3.65,1.75,2.14
2018-19,2019-05-12,Barcelona,Getafe,1,1,8,0.70,2.00,0.90,11.00,0.40,1.20,0.80,4.00,0.80,12.00,2.00,10.00,2,0,1,1.54,5.92,4.38,1.87,1.98
2018-19,2019-05-19,Barcelona,Eibar,0,1,9,0.70,1.90,0.80,11.00,0.30,0.90,1.20,-3.00,1.00,19.00,3.00,16.00,2,2,0,1.88,3.72,4.06,1.88,1.98
2019-20,2019-08-16,Barcelona,Ath Bilbao,0,1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,8.00,1.00,7.00,0,1,-1,1.71,5.08,3.81,1.94,1.99
2019-20,2019-08-25,Barcelona,Betis,1,1,10,0.00,0.00,1.00,-1.00,0.00,1.00,2.00,-1.00,0.60,15.00,6.00,9.00,5,2,1,1.25,10.97,6.06,1.95,1.95
2019-20,2019-08-31,Barcelona,Osasuna,0,1,21,0.50,2.50,1.50,2.00,0.50,0.50,0.00,1.00,0.80,22.00,2.00,20.00,2,2,0,1.35,9.82,4.99,1.77,2.02
2019-20,2019-09-14,Barcelona,Valencia,1,1,4,0.33,2.33,1.67,2.00,0.33,1.00,0.67,1.00,0.40,10.00,7.00,3.00,5,2,1,1.46,6.85,4.64,2.07,1.86
2019-20,2019-09-21,Barcelona,Granada,0,1,21,0.50,3.00,1.75,5.00,0.50,2.25,1.25,4.00,1.00,15.00,2.00,13.00,0,2,-1,1.32,9.43,5.46,1.96,1.97
2019-20,2019-09-24,Barcelona,Villarreal,1,1,14,0.40,2.40,1.80,3.00,0.40,2.40,1.60,4.00,0.80,17.00,6.00,11.00,2,1,1,1.30,8.95,5.93,2.03,1.90
2019-20,2019-09-28,Barcelona,Getafe,0,1,6,0.50,2.33,1.67,4.00,0.17,1.67,1.50,1.00,0.80,12.00,2.00,10.00,2,0,1,1.89,4.32,3.45,1.93,2.00
2019-20,2019-10-06,Barcelona,Sevilla,1,1,5,0.57,2.29,1.43,6.00,0.57,1.43,1.00,3.00,0.80,15.00,7.00,8.00,4,0,1,1.51,6.29,4.41,1.87,2.06
2019-20,2019-10-19,Barcelona,Eibar,0,1,12,0.62,2.50,1.25,10.00,0.25,1.25,1.25,0.00,0.80,17.00,5.00,12.00,3,0,1,1.53,5.81,4.49,1.65,2.20
2019-20,2019-10-29,Barcelona,Valladolid,1,1,17,0.67,2.56,1.11,13.00,0.30,1.00,0.90,1.00,0.80,8.00,3.00,5.00,5,1,1,1.13,18.37,8.98,1.93,1.97
2019-20,2019-11-02,Barcelona,Levante,0,1,15,0.70,2.80,1.10,17.00,0.40,1.20,1.20,0.00,0.80,15.00,5.00,10.00,1,3,-1,1.32,8.33,5.96,1.89,2.04
2019-20,2019-11-09,Barcelona,Celta,1,1,16,0.70,2.90,1.30,16.00,0.10,0.40,1.20,-8.00,0.40,11.00,6.00,5.00,4,1,1,1.21,13.41,6.96,2.08,1.85
2019-20,2019-11-23,Barcelona,Leganes,0,1,13,0.70,2.80,1.20,16.00,0.10,0.60,1.80,-12.00,0.80,12.00,5.00,7.00,2,1,1,1.45,7.12,4.58,1.72,2.07
2019-20,2019-12-01,Barcelona,Ath Madrid,0,1,2,0.80,2.80,1.10,17.00,0.30,1.10,0.50,6.00,0.60,7.00,3.00,4.00,1,0,1,2.61,2.80,3.25,1.90,2.03
2019-20,2019-12-07,Barcelona,Mallorca,1,1,21,0.80,2.40,0.90,15.00,0.30,1.00,1.50,-5.00,1.00,19.00,2.00,17.00,5,2,1,1.12,22.20,9.05,2.02,1.91
2019-20,2019-12-14,Barcelona,Sociedad,0,1,9,0.90,2.90,0.90,20.00,0.40,1.60,1.40,2.00,1.00,12.00,6.00,6.00,2,2,0,1.64,4.93,4.25,2.05,1.75
2019-20,2019-12-18,Barcelona,Real Madrid,1,1,3,0.80,2.90,1.00,19.00,0.60,2.10,0.60,15.00,0.80,14.00,5.00,9.00,0,0,0,1.74,4.29,4.19,1.96,1.97
2019-20,2019-12-21,Barcelona,Alaves,1,1,11,0.70,2.70,1.00,17.00,0.30,1.40,1.70,-3.00,1.00,15.00,1.00,14.00,4,1,1,1.14,19.27,8.36,1.98,1.95
2019-20,2020-01-04,Barcelona,Espanol,0,1,7,0.70,2.70,1.10,16.00,0.10,0.80,2.00,-12.00,0.80,15.00,1.00,14.00,2,2,0,1.45,6.81,4.69,2.02,1.91
2019-20,2020-01-19,Barcelona,Granada,1,1,21,0.60,2.60,1.30,13.00,0.30,0.90,1.50,-6.00,0.80,12.00,3.00,9.00,1,0,1,1.15,17.47,8.02,1.99,1.94
2019-20,2020-01-25,Barcelona,Valencia,0,1,4,0.60,2.20,1.20,10.00,0.50,1.60,1.30,3.00,0.40,11.00,7.00,4.00,0,2,-1,1.65,4.82,4.28,1.84,2.09
2019-20,2020-02-02,Barcelona,Levante,1,1,15,0.60,2.10,1.10,10.00,0.40,1.40,1.90,-5.00,0.60,14.00,8.00,6.00,2,1,1,1.13,16.67,8.99,1.92,2.01
2019-20,2020-02-09,Barcelona,Betis,0,1,10,0.60,1.90,1.10,8.00,0.40,1.60,1.30,3.00,0.80,19.00,7.00,12.00,3,2,1,1.86,3.97,3.85,1.89,2.04
2019-20,2020-02-15,Barcelona,Getafe,1,1,6,0.60,2.00,1.20,8.00,0.70,1.70,0.50,12.00,0.80,8.00,2.00,6.00,2,1,1,1.41,7.85,4.67,2.03,1.90
2019-20,2020-02-22,Barcelona,Eibar,1,1,12,0.60,2.10,1.30,8.00,0.20,0.80,1.10,-3.00,0.80,16.00,3.00,13.00,5,0,1,1.19,13.51,7.14,2.01,1.92
2019-20,2020-03-01,Barcelona,Real Madrid,0,1,3,0.60,2.10,1.10,10.00,0.50,1.40,0.60,8.00,0.60,11.00,3.00,8.00,0,2,-1,3.12,2.21,3.65,2.01,1.92
2019-20,2020-03-07,Barcelona,Sociedad,1,1,9,0.60,1.90,1.10,8.00,0.50,1.70,1.30,4.00,0.80,11.00,6.00,5.00,1,0,1,1.36,7.89,5.35,2.05,1.88
2019-20,2020-06-13,Barcelona,Mallorca,0,1,21,0.70,2.00,1.10,9.00,0.30,1.00,1.40,-4.00,1.00,21.00,4.00,17.00,4,0,1,1.27,10.07,5.99,1.98,1.92
2019-20,2020-06-16,Barcelona,Leganes,1,1,13,0.70,2.00,1.00,10.00,0.20,0.80,1.30,-5.00,0.80,12.00,5.00,7.00,2,0,1,1.15,17.04,7.89,1.86,2.07
2019-20,2020-06-19,Barcelona,Sevilla,0,1,5,0.80,2.00,0.80,12.00,0.40,1.80,1.20,6.00,0.80,16.00,7.00,9.00,0,0,0,2.11,3.40,3.57,1.87,2.06
2019-20,2020-06-23,Barcelona,Ath Bilbao,1,1,8,0.70,1.90,0.80,11.00,0.30,1.20,1.20,0.00,0.40,5.00,2.00,3.00,1,0,1,1.32,9.56,5.31,2.03,1.87
2019-20,2020-06-27,Barcelona,Celta,0,1,16,0.80,2.00,0.60,14.00,0.40,1.20,0.50,7.00,0.40,10.00,7.00,3.00,2,2,0,1.63,5.26,4.09,1.85,2.08
2019-20,2020-06-30,Barcelona,Ath Madrid,1,1,2,0.70,2.00,0.70,13.00,0.60,1.90,0.80,11.00,0.60,6.00,2.00,4.00,2,2,0,1.82,4.54,3.63,1.86,2.07
2019-20,2020-07-05,Barcelona,Villarreal,0,1,14,0.60,1.90,0.70,12.00,0.60,1.30,0.90,4.00,0.80,15.00,6.00,9.00,4,1,1,1.76,4.29,3.98,2.02,1.91
2019-20,2020-07-08,Barcelona,Espanol,1,1,7,0.60,2.10,0.70,14.00,0.10,0.60,1.20,-6.00,0.60,14.00,3.00,11.00,1,0,1,1.13,21.40,8.47,1.98,1.92
2019-20,2020-07-11,Barcelona,Valladolid,0,1,17,0.60,1.70,0.70,10.00,0.20,0.70,1.10,-4.00,0.80,11.00,3.00,8.00,1,0,1,1.33,9.66,5.04,2.05,1.88
2019-20,2020-07-16,Barcelona,Osasuna,1,1,21,0.70,1.80,0.50,13.00,0.50,0.90,1.30,-4.00,0.60,19.00,3.00,16.00,1,2,-1,1.15,17.75,7.94,1.85,2.05
2019-20,2020-07-19,Barcelona,Alaves,0,1,11,0.60,1.80,0.70,11.00,0.20,0.50,1.70,-12.00,1.00,13.00,2.00,11.00,5,0,1,3.25,3.49,5.12,1.88,2.09
2020-21,2020-09-27,Barcelona,Villarreal,1,2,5,0.00,0.00,0.00,0.00,0.50,1.50,1.00,1.00,0.80,17.00,7.00,10.00,4,0,1,1.54,5.75,4.43,1.89,2.01
2020-21,2020-10-01,Barcelona,Celta,0,2,17,1.00,4.00,0.00,4.00,0.33,1.00,0.67,1.00,0.40,10.00,7.00,3.00,3,0,1,1.54,5.83,4.33,1.91,1.99
2020-21,2020-10-04,Barcelona,Sevilla,1,2,4,1.00,3.50,0.00,7.00,1.00,2.00,0.50,3.00,0.60,14.00,6.00,8.00,1,1,0,1.60,5.26,4.18,2.06,1.87
2020-21,2020-10-17,Barcelona,Getafe,0,2,8,0.67,2.67,0.33,7.00,0.50,1.00,0.75,1.00,0.80,8.00,2.00,6.00,0,1,-1,1.75,4.94,3.68,1.99,1.94
2020-21,2020-10-24,Barcelona,Real Madrid,1,2,1,0.50,2.00,0.50,6.00,0.60,1.20,0.60,3.00,0.40,8.00,5.00,3.00,1,3,-1,2.02,3.55,3.66,2.05,1.88
2020-21,2020-10-31,Barcelona,Alaves,0,2,16,0.40,1.80,1.00,4.00,0.29,0.71,1.14,-3.00,1.00,16.00,2.00,14.00,1,1,0,1.46,6.68,4.76,2.02,1.91
2020-21,2020-11-07,Barcelona,Betis,1,2,15,0.33,1.67,1.00,4.00,0.50,1.25,1.50,-2.00,0.80,20.00,9.00,11.00,5,2,1,1.39,7.53,5.22,1.90,2.00
2020-21,2020-11-21,Barcelona,Ath Madrid,0,2,3,0.43,2.14,1.14,7.00,0.71,2.43,0.29,15.00,0.60,7.00,3.00,4.00,0,1,-1,2.45,2.82,3.51,1.73,2.08
2020-21,2020-11-29,Barcelona,Osasuna,1,2,10,0.38,1.88,1.12,6.00,0.33,0.89,1.00,-1.00,0.60,20.00,5.00,15.00,4,0,1,1.25,10.99,6.17,1.95,1.95
2020-21,2020-12-05,Barcelona,Cadiz,0,2,21,0.44,2.11,1.00,10.00,0.40,0.90,1.00,-1.00,1.00,4.00,1.00,3.00,1,2,-1,1.36,8.18,5.16,1.86,2.07
2020-21,2020-12-13,Barcelona,Levante,1,2,12,0.40,2.00,1.10,9.00,0.20,1.10,1.10,0.00,0.60,13.00,9.00,4.00,1,0,1,1.24,10.84,6.58,1.89,2.04
2020-21,2020-12-16,Barcelona,Sociedad,1,2,6,0.40,1.70,1.10,6.00,0.60,1.90,0.50,14.00,0.80,8.00,4.00,4.00,2,1,1,1.63,4.92,4.32,2.07,1.86
2020-21,2020-12-19,Barcelona,Valencia,1,2,9,0.40,1.60,1.20,4.00,0.20,1.30,1.40,-1.00,0.40,10.00,8.00,2.00,2,2,0,1.31,8.94,5.95,1.86,2.07
2020-21,2020-12-22,Barcelona,Valladolid,0,2,13,0.40,1.70,1.30,4.00,0.30,1.30,1.60,-3.00,0.80,8.00,2.00,6.00,3,0,1,1.39,7.59,5.07,1.87,2.06
2020-21,2020-12-29,Barcelona,Eibar,1,2,14,0.50,2.00,1.20,8.00,0.20,0.70,0.90,-2.00,0.80,15.00,2.00,13.00,1,1,0,1.29,10.12,5.78,1.73,2.08
2020-21,2021-01-03,Barcelona,Huesca,0,2,21,0.50,2.00,1.00,10.00,0.10,1.00,1.90,-9.00,0.50,8.00,2.00,6.00,1,0,1,1.46,6.50,4.67,2.04,1.86
2020-21,2021-01-06,Barcelona,Ath Bilbao,0,2,11,0.60,2.00,0.90,11.00,0.30,1.30,1.20,1.00,0.40,4.00,2.00,2.00,3,2,1,1.83,4.31,3.73,2.05,1.75
2020-21,2021-01-09,Barcelona,Granada,0,2,7,0.60,1.80,0.90,9.00,0.30,1.10,1.70,-6.00,0.80,9.00,3.00,6.00,4,0,1,1.42,6.84,5.13,1.92,2.01
2020-21,2021-01-24,Barcelona,Elche,0,2,21,0.70,2.20,0.80,14.00,0.00,0.90,1.50,-6.00,0.75,13.00,0.00,13.00,2,0,1,1.36,7.96,5.17,2.09,1.84
2020-21,2021-01-31,Barcelona,Ath Bilbao,1,2,11,0.70,2.00,0.80,12.00,0.30,1.50,1.40,1.00,0.40,5.00,4.00,1.00,2,1,1,1.41,7.13,4.90,1.97,1.96
2020-21,2021-02-07,Barcelona,Betis,0,2,15,0.80,2.10,0.70,14.00,0.50,1.50,1.10,4.00,0.80,20.00,11.00,9.00,3,2,1,1.52,5.76,4.60,1.85,2.08
2020-21,2021-02-13,Barcelona,Alaves,1,2,16,0.80,2.30,0.90,14.00,0.20,0.80,1.60,-8.00,0.80,15.00,2.00,13.00,5,1,1,1.29,9.63,5.82,1.89,2.04
2020-21,2021-02-21,Barcelona,Cadiz,1,2,21,0.80,2.60,0.90,17.00,0.10,0.90,2.20,-13.00,0.67,5.00,3.00,2.00,1,1,0,1.16,15.97,7.85,2.06,1.87
2020-21,2021-02-24,Barcelona,Elche,1,2,21,0.80,2.50,0.80,17.00,0.10,1.00,1.70,-7.00,0.80,15.00,0.00,15.00,3,0,1,1.12,21.05,8.95,1.99,1.91
2020-21,2021-02-27,Barcelona,Sevilla,0,2,4,0.80,2.50,0.80,17.00,0.80,1.90,0.60,13.00,0.60,13.00,5.00,8.00,2,0,1,2.22,3.19,3.54,1.96,1.97
2020-21,2021-03-06,Barcelona,Osasuna,0,2,10,0.90,2.60,0.70,19.00,0.40,0.90,0.90,0.00,0.60,17.00,5.00,12.00,2,0,1,1.52,6.12,4.46,1.88,2.05
2020-21,2021-03-15,Barcelona,Huesca,1,2,21,0.90,2.70,0.70,20.00,0.20,1.10,1.50,-4.00,0.67,9.00,2.00,7.00,4,1,1,1.19,14.07,7.06,1.98,1.95
2020-21,2021-03-21,Barcelona,Sociedad,0,2,6,0.90,2.80,0.60,22.00,0.40,1.70,1.00,7.00,0.80,9.00,5.00,4.00,6,1,1,1.99,3.52,3.81,2.03,1.90
2020-21,2021-04-05,Barcelona,Valladolid,1,2,13,0.90,3.00,0.70,23.00,0.10,1.00,1.30,-3.00,1.00,11.00,1.00,10.00,1,0,1,1.12,21.91,8.96,2.06,1.87
2020-21,2021-04-10,Barcelona,Real Madrid,0,2,1,0.90,2.90,0.70,22.00,0.70,1.70,0.70,10.00,0.40,7.00,6.00,1.00,1,2,-1,2.31,2.87,3.77,2.06,1.87
2020-21,2021-04-22,Barcelona,Getafe,1,2,8,0.80,2.80,0.80,20.00,0.10,0.50,0.80,-3.00,0.80,8.00,3.00,5.00,5,2,1,1.23,13.63,6.06,1.98,1.95
2020-21,2021-04-25,Barcelona,Villarreal,0,2,5,0.80,3.00,0.80,22.00,0.40,1.80,1.40,4.00,0.80,16.00,6.00,10.00,2,1,1,1.66,4.63,4.30,1.89,2.04
2020-21,2021-04-29,Barcelona,Granada,1,2,7,0.80,2.70,0.80,19.00,0.40,1.50,1.70,-2.00,0.80,10.00,3.00,7.00,1,2,-1,1.15,17.60,8.26,2.00,1.93
2020-21,2021-05-02,Barcelona,Valencia,0,2,9,0.80,2.70,0.90,18.00,0.30,1.30,1.60,-3.00,0.20,10.00,9.00,1.00,3,2,1,1.37,7.52,5.41,2.02,1.91
2020-21,2021-05-08,Barcelona,Ath Madrid,1,2,3,0.80,2.70,1.10,16.00,0.50,1.40,0.60,8.00,0.40,6.00,4.00,2.00,0,0,0,1.80,4.51,3.70,2.08,1.85
2020-21,2021-05-11,Barcelona,Levante,0,2,12,0.70,2.50,1.10,14.00,0.20,0.50,1.60,-11.00,0.80,10.00,4.00,6.00,3,3,0,1.21,11.88,7.52,1.92,1.98
2020-21,2021-05-16,Barcelona,Celta,1,2,17,0.60,2.60,1.40,12.00,0.50,1.70,1.30,4.00,0.60,11.00,5.00,6.00,1,2,-1,1.23,10.89,6.79,2.02,1.77
2020-21,2021-05-22,Barcelona,Eibar,0,2,14,0.50,2.30,1.50,8.00,0.20,0.80,1.90,-11.00,0.60,14.00,3.00,11.00,1,0,1,1.66,4.41,4.42,1.75,2.08
2021-22,2021-08-15,Barcelona,Sociedad,1,3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,13.00,5.00,8.00,4,2,1,1.73,4.41,4.06,1.97,1.96
2021-22,2021-08-21,Barcelona,Ath Bilbao,0,3,9,1.00,4.00,2.00,2.00,0.00,0.00,0.00,0.00,0.60,6.00,4.00,2.00,1,1,0,1.88,4.09,3.61,1.92,2.01
2021-22,2021-08-29,Barcelona,Getafe,1,3,15,0.50,2.50,1.50,2.00,0.00,0.00,1.00,-2.00,0.80,11.00,4.00,7.00,2,1,1,1.38,8.05,4.79,1.95,1.98
2021-22,2021-09-20,Barcelona,Granada,1,3,10,0.67,2.33,1.33,3.00,0.00,0.50,1.75,-5.00,0.60,10.00,5.00,5.00,1,1,0,1.29,10.37,5.74,1.88,2.05
2021-22,2021-09-23,Barcelona,Cadiz,0,3,12,0.50,2.00,1.25,3.00,0.20,1.20,1.60,-2.00,0.50,6.00,4.00,2.00,0,0,0,1.52,5.98,4.39,1.87,2.03
2021-22,2021-09-26,Barcelona,Levante,1,3,14,0.40,1.60,1.00,3.00,0.00,1.00,1.50,-3.00,0.60,8.00,7.00,1.00,3,0,1,1.43,6.70,4.98,2.02,1.91
2021-22,2021-10-02,Barcelona,Ath Madrid,0,3,1,0.50,1.83,0.83,6.00,0.57,1.29,0.86,3.00,0.40,5.00,3.00,2.00,0,2,-1,4.12,1.92,3.47,2.01,1.92
2021-22,2021-10-17,Barcelona,Valencia,1,3,13,0.43,1.57,1.00,4.00,0.38,1.50,1.00,4.00,0.40,12.00,10.00,2.00,3,1,1,1.52,6.23,4.26,1.93,2.00
2021-22,2021-10-24,Barcelona,Real Madrid,1,3,2,0.50,1.75,1.00,6.00,0.62,2.75,1.25,12.00,0.20,3.00,7.00,-4.00,1,2,-1,2.69,2.49,3.60,2.03,1.90
