season,date,team,rival_team,home_adv,last_season_team,last_season_rival,pct_wins,avg_goals_scored,avg_goals_received,goal_difference,pct_wins_rival,avg_goals_scored_rival,avg_goals_received_rival,goal_difference_rival,pct_wins_vs_rival,avg_goals_scored_vs_rival,avg_goals_received_vs_rival,goal_difference_vs_rival,goals_team,goals_rival,result,AvgWin,AvgLoss,AvgDraw,AvgAHWin,AvgAHLoss
2003-04,2004-01-25,Ath Bilbao,La Coruna,1,21,21,0.30,1.20,1.30,-1.00,0.50,1.70,0.80,9.00,0.00,0.00,2.00,-2.00,1,0,1,2.59,2.51,3.07,2.00,1.87
2003-04,2004-02-01,Ath Bilbao,Mallorca,0,21,21,0.30,1.20,1.30,-1.00,0.50,1.40,1.50,-1.00,1.00,4.00,0.00,4.00,3,1,1,2.90,2.20,3.16,1.88,1.99
2003-04,2004-02-08,Ath Bilbao,Murcia,1,21,21,0.30,1.30,1.40,-1.00,0.10,1.00,1.30,-3.00,0.00,2.00,2.00,0.00,2,1,1,1.50,6.03,3.50,2.13,1.73
2003-04,2004-02-14,Ath Bilbao,Sociedad,0,21,21,0.40,1.40,1.30,1.00,0.50,1.40,1.50,-1.00,1.00,1.00,0.00,1.00,1,1,0,3.39,2.05,3.09,2.10,1.77
2003-04,2004-02-22,Ath Bilbao,Betis,1,21,21,0.40,1.30,1.20,1.00,0.60,1.60,0.80,8.00,0.00,1.00,1.00,0.00,1,1,0,2.06,3.29,3.14,1.88,1.99
2003-04,2004-02-29,Ath Bilbao,Villarreal,0,21,21,0.40,1.30,1.10,2.00,0.50,2.10,1.80,3.00,1.00,2.00,0.00,2.00,1,0,1,2.97,2.22,3.05,1.93,1.93
2003-04,2004-03-07,Ath Bilbao,Valladolid,1,21,21,0.40,1.20,1.00,2.00,0.20,1.00,1.60,-6.00,0.00,0.00,2.00,-2.00,1,4,-1,1.61,5.15,3.33,1.88,1.98
2003-04,2004-03-14,Ath Bilbao,Malaga,0,21,21,0.40,1.20,1.30,-1.00,0.30,1.30,2.10,-8.00,1.00,2.00,1.00,1.00,1,2,-1,2.90,2.24,3.08,1.89,1.98
2003-04,2004-03-20,Ath Bilbao,Real Madrid,1,21,21,0.40,1.20,1.40,-2.00,0.50,1.90,1.30,6.00,0.00,0.00,3.00,-3.00,4,2,1,2.97,2.19,3.10,1.93,1.93
2003-04,2004-03-27,Ath Bilbao,Espanol,0,21,21,0.50,1.60,1.30,3.00,0.40,1.70,1.80,-1.00,1.00,1.00,0.00,1.00,1,2,-1,2.64,2.44,3.11,1.94,1.89
2003-04,2004-04-04,Ath Bilbao,Celta,1,21,21,0.50,1.60,1.40,2.00,0.20,1.30,2.60,-13.00,1.00,2.00,0.00,2.00,0,0,0,1.74,4.29,3.26,2.02,1.83
2003-04,2004-04-11,Ath Bilbao,Santander,0,21,21,0.40,1.50,1.40,1.00,0.20,1.30,2.00,-7.00,0.00,1.00,2.00,-1.00,2,1,1,2.84,2.29,3.07,1.86,1.96
2003-04,2004-04-17,Ath Bilbao,Zaragoza,1,21,21,0.40,1.40,1.40,0.00,0.50,1.60,1.00,6.00,0.00,2.00,2.00,0.00,4,0,1,1.82,3.95,3.19,1.86,1.98
2003-04,2004-04-25,Ath Bilbao,Valencia,1,21,21,0.40,1.60,1.30,3.00,0.60,2.00,0.70,13.00,0.00,1.00,2.00,-1.00,1,1,0,2.92,2.24,3.10,1.98,0.50
2003-04,2004-05-02,Ath Bilbao,Sevilla,0,21,21,0.40,1.60,1.30,3.00,0.40,1.50,1.50,0.00,1.00,2.00,1.00,1.00,0,2,-1,3.04,2.15,3.08,2.03,1.82
2003-04,2004-05-09,Ath Bilbao,Albacete,1,21,21,0.40,1.50,1.40,1.00,0.50,1.30,0.90,4.00,0.00,1.00,1.00,0.00,1,1,0,1.61,4.76,3.36,1.95,1.88
2003-04,2004-05-16,Ath Bilbao,Osasuna,0,21,21,0.30,1.50,1.50,0.00,0.20,1.10,1.20,-1.00,0.00,1.00,1.00,0.00,2,1,1,2.11,2.78,2.89,1.00,1.00
2003-04,2004-05-23,Ath Bilbao,Ath Madrid,1,21,21,0.40,1.60,1.20,4.00,0.30,1.40,1.80,-4.00,0.00,0.00,3.00,-3.00,3,4,-1,2.27,2.64,3.31,-0.25,1.00
2004-05,2004-08-29,Ath Bilbao,Osasuna,0,21,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,3.00,2.00,1.00,1,1,0,2.77,2.31,3.13,1.85,2.01
2004-05,2004-09-11,Ath Bilbao,Valencia,1,21,21,0.00,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,3.00,-1.00,2,2,0,2.62,2.42,3.14,2.17,1.70
2004-05,2004-09-19,Ath Bilbao,La Coruna,1,21,21,0.00,1.50,1.50,0.00,0.00,1.00,2.00,-2.00,0.50,1.00,2.00,-1.00,1,2,-1,2.26,2.84,3.13,1.93,1.91
2004-05,2004-09-22,Ath Bilbao,Betis,0,21,21,0.00,1.33,1.67,-1.00,0.00,1.33,2.67,-4.00,0.00,2.00,2.00,0.00,1,2,-1,2.84,2.26,3.14,1.88,1.95
2004-05,2004-09-25,Ath Bilbao,Real Madrid,1,21,21,0.00,1.25,1.75,-2.00,0.75,0.75,0.25,2.00,0.50,4.00,5.00,-1.00,2,1,1,2.86,2.27,3.17,1.92,1.94
2004-05,2004-10-03,Ath Bilbao,Getafe,0,21,21,0.20,1.40,1.60,-1.00,0.20,0.80,1.60,-4.00,0.00,0.00,0.00,0.00,1,3,-1,2.51,2.54,3.13,1.72,2.13
2004-05,2004-10-17,Ath Bilbao,Malaga,1,21,21,0.17,1.33,1.83,-3.00,0.50,1.33,0.83,3.00,0.50,3.00,3.00,0.00,1,0,1,1.82,3.96,3.19,1.78,2.08
2004-05,2004-10-24,Ath Bilbao,Albacete,0,21,21,0.29,1.29,1.57,-2.00,0.14,0.86,1.43,-4.00,0.00,2.00,2.00,0.00,0,1,-1,2.75,2.36,3.06,1.83,2.00
2004-05,2004-10-30,Ath Bilbao,Barcelona,1,21,21,0.25,1.12,1.50,-3.00,0.88,2.12,0.38,14.00,0.00,1.00,2.00,-1.00,1,1,0,3.82,1.88,3.19,1.94,1.87
2004-05,2004-11-07,Ath Bilbao,Levante,0,21,21,0.22,1.11,1.44,-3.00,0.56,1.56,1.33,2.00,0.00,0.00,0.00,0.00,0,1,-1,3.31,2.02,3.16,1.97,1.88
2004-05,2004-11-13,Ath Bilbao,Villarreal,1,21,21,0.20,1.00,1.40,-4.00,0.30,1.20,0.50,7.00,1.00,3.00,0.00,3.00,2,1,1,2.06,3.27,3.11,1.84,2.01
2004-05,2004-11-21,Ath Bilbao,Sociedad,0,21,21,0.30,1.10,1.40,-3.00,0.30,0.80,1.20,-4.00,0.50,2.00,1.00,1.00,2,3,-1,3.08,2.19,3.08,1.88,1.96
2004-05,2004-11-27,Ath Bilbao,Santander,1,21,21,0.30,1.10,1.50,-4.00,0.40,0.90,0.80,1.00,0.50,3.00,3.00,0.00,3,0,1,1.86,3.77,3.21,1.89,1.92
2004-05,2004-12-05,Ath Bilbao,Sevilla,0,21,21,0.40,1.30,1.30,0.00,0.40,1.00,1.30,-3.00,0.50,2.00,3.00,-1.00,0,2,-1,4.27,1.76,3.21,1.91,1.91
2004-05,2004-12-11,Ath Bilbao,Ath Madrid,1,21,21,0.40,1.20,1.30,-1.00,0.40,1.20,1.00,2.00,0.00,3.00,7.00,-4.00,1,0,1,1.94,3.53,3.19,2.00,1.82
2004-05,2004-12-19,Ath Bilbao,Zaragoza,0,21,21,0.40,1.10,1.20,-1.00,0.20,0.90,1.10,-2.00,0.50,6.00,2.00,4.00,2,0,1,3.43,1.98,3.16,1.78,2.05
2004-05,2004-12-22,Ath Bilbao,Mallorca,1,21,21,0.50,1.20,0.90,3.00,0.20,1.10,1.50,-4.00,1.00,7.00,1.00,6.00,4,0,1,1.62,5.02,3.32,-0.83,1.76
2004-05,2005-01-08,Ath Bilbao,Numancia,0,21,21,0.50,1.50,0.90,6.00,0.20,0.60,1.80,-12.00,0.00,0.00,0.00,0.00,1,1,0,2.39,2.68,3.12,2.02,1.83
2004-05,2005-01-16,Ath Bilbao,Espanol,1,21,21,0.50,1.60,0.90,7.00,0.60,1.30,0.80,5.00,0.50,2.00,2.00,0.00,1,1,0,1.95,3.53,3.15,1.98,1.84
2004-05,2005-01-22,Ath Bilbao,Osasuna,1,21,21,0.50,1.60,0.90,7.00,0.40,1.50,1.50,0.00,0.33,4.00,3.00,1.00,4,3,1,1.86,3.84,3.17,1.88,1.93
2004-05,2005-01-30,Ath Bilbao,Valencia,0,21,21,0.60,2.00,1.10,9.00,0.60,1.30,0.50,8.00,0.00,4.00,5.00,-1.00,2,2,0,5.18,1.62,3.37,1.82,-0.75
2004-05,2005-02-06,Ath Bilbao,La Coruna,0,21,21,0.50,2.00,1.20,8.00,0.20,1.80,1.50,3.00,0.33,2.00,4.00,-2.00,1,1,0,3.54,1.93,3.21,1.97,1.85
2004-05,2005-02-13,Ath Bilbao,Betis,1,21,21,0.50,1.90,1.00,9.00,0.60,1.70,0.90,8.00,0.00,3.00,4.00,-1.00,4,4,0,1.93,3.55,3.19,2.06,1.76
2004-05,2005-02-19,Ath Bilbao,Real Madrid,0,21,21,0.40,2.00,1.40,6.00,0.80,2.20,0.80,14.00,0.67,6.00,6.00,0.00,2,0,1,7.40,1.39,3.95,1.78,1.96
2004-05,2005-03-02,Ath Bilbao,Malaga,0,21,21,0.50,2.20,1.20,10.00,0.50,1.40,1.40,0.00,0.67,4.00,3.00,1.00,0,1,-1,2.83,2.25,3.17,1.81,2.07
2004-05,2005-03-06,Ath Bilbao,Albacete,1,21,21,0.40,2.10,1.30,8.00,0.20,1.10,1.50,-4.00,0.00,2.00,3.00,-1.00,3,1,1,1.53,5.78,3.47,1.87,1.96
2004-05,2005-03-12,Ath Bilbao,Barcelona,0,21,21,0.40,2.20,1.40,8.00,0.60,1.60,0.70,9.00,0.00,2.00,3.00,-1.00,0,2,-1,6.81,1.43,3.74,2.02,1.80
2004-05,2005-03-16,Ath Bilbao,Getafe,1,21,21,0.30,1.80,1.60,2.00,0.30,1.10,1.00,1.00,0.00,1.00,3.00,-2.00,1,2,-1,1.51,5.88,3.52,1.79,2.06
2004-05,2005-03-20,Ath Bilbao,Levante,1,21,21,0.30,1.80,1.70,1.00,0.30,1.40,1.40,0.00,0.00,0.00,1.00,-1.00,3,1,1,1.65,4.70,3.35,1.94,1.91
2004-05,2005-04-02,Ath Bilbao,Villarreal,0,21,21,0.40,2.00,1.70,3.00,0.70,2.40,1.20,12.00,1.00,5.00,1.00,4.00,1,3,-1,4.24,1.74,3.30,1.97,1.84
2004-05,2005-04-09,Ath Bilbao,Sociedad,1,21,21,0.30,1.70,1.70,0.00,0.50,1.70,1.60,1.00,0.33,4.00,4.00,0.00,3,0,1,1.83,4.01,3.20,1.80,2.01
2004-05,2005-04-17,Ath Bilbao,Santander,0,21,21,0.40,1.80,1.50,3.00,0.40,1.40,1.50,-1.00,0.67,6.00,3.00,3.00,2,0,1,2.73,2.31,3.15,1.79,2.05
2004-05,2005-04-24,Ath Bilbao,Sevilla,1,21,21,0.50,1.90,1.40,5.00,0.40,1.10,1.20,-1.00,0.33,2.00,5.00,-3.00,1,3,-1,2.07,3.14,3.19,1.93,1.92
2004-05,2005-04-30,Ath Bilbao,Ath Madrid,0,21,21,0.50,1.60,1.30,3.00,0.40,1.20,0.70,5.00,0.33,4.00,7.00,-3.00,1,1,0,3.67,1.85,3.22,1.86,1.93
2004-05,2005-05-07,Ath Bilbao,Zaragoza,1,21,21,0.40,1.50,1.40,1.00,0.60,1.80,0.90,9.00,0.67,8.00,2.00,6.00,2,0,1,1.92,3.46,3.22,2.01,1.79
2004-05,2005-05-15,Ath Bilbao,Mallorca,0,21,21,0.50,1.70,1.30,4.00,0.30,1.00,1.80,-8.00,1.00,11.00,1.00,10.00,3,4,-1,3.17,2.00,3.30,1.91,1.88
2004-05,2005-05-22,Ath Bilbao,Numancia,1,21,21,0.40,1.70,1.60,1.00,0.10,1.00,1.90,-9.00,0.00,1.00,1.00,0.00,0,2,-1,1.34,7.90,4.08,1.78,2.12
2004-05,2005-05-29,Ath Bilbao,Espanol,0,21,21,0.40,1.70,1.60,1.00,0.30,1.80,1.70,1.00,0.33,3.00,3.00,0.00,0,2,-1,5.68,1.51,3.52,2.02,1.80
2005-06,2005-08-27,Ath Bilbao,Sociedad,1,21,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,7.00,4.00,3.00,3,0,1,1.93,3.39,12.13,1.87,1.00
2005-06,2005-09-11,Ath Bilbao,Getafe,0,21,21,1.00,3.00,0.00,3.00,1.00,2.00,0.00,2.00,0.00,2.00,5.00,-3.00,1,1,0,2.76,2.31,3.13,2.10,1.75
2005-06,2005-09-18,Ath Bilbao,Malaga,1,21,21,0.50,2.00,0.50,3.00,0.00,0.50,2.00,-3.00,0.50,4.00,4.00,0.00,1,2,-1,1.70,4.57,3.31,2.01,1.86
2005-06,2005-09-22,Ath Bilbao,Real Madrid,0,21,21,0.33,1.67,1.00,2.00,0.33,1.33,1.67,-1.00,0.75,8.00,6.00,2.00,1,3,-1,7.00,1.42,3.85,1.76,2.11
2005-06,2005-09-25,Ath Bilbao,Santander,1,21,21,0.25,1.50,1.50,0.00,0.50,0.50,0.50,0.00,0.75,8.00,3.00,5.00,0,0,0,1.72,4.48,3.31,1.78,2.09
2005-06,2005-10-02,Ath Bilbao,Villarreal,0,21,21,0.20,1.20,1.20,0.00,0.20,1.20,1.40,-1.00,0.75,6.00,4.00,2.00,1,3,-1,4.21,1.79,3.23,1.98,1.87
2005-06,2005-10-16,Ath Bilbao,Sevilla,1,21,21,0.17,1.17,1.50,-2.00,0.17,0.67,0.83,-1.00,0.25,3.00,8.00,-5.00,0,1,-1,2.13,3.05,3.16,1.86,2.01
2005-06,2005-10-23,Ath Bilbao,Cadiz,0,21,21,0.14,1.00,1.43,-3.00,0.29,0.86,0.86,0.00,0.00,0.00,0.00,0.00,0,1,-1,3.05,2.21,3.06,1.79,2.07
2005-06,2005-10-26,Ath Bilbao,Osasuna,0,21,21,0.12,0.88,1.38,-4.00,0.62,1.12,1.00,1.00,0.50,8.00,6.00,2.00,2,3,-1,3.88,1.85,3.21,1.82,2.02
2005-06,2005-10-29,Ath Bilbao,Celta,1,21,21,0.11,1.00,1.56,-5.00,0.56,1.22,1.00,2.00,0.50,2.00,0.00,2.00,1,1,0,2.21,2.91,3.14,1.86,2.00
2005-06,2005-11-05,Ath Bilbao,Espanol,0,21,21,0.10,1.00,1.50,-5.00,0.20,0.60,1.30,-7.00,0.25,3.00,5.00,-2.00,1,1,0,3.21,2.07,3.18,1.89,1.98
2005-06,2005-11-20,Ath Bilbao,Alaves,1,21,21,0.00,0.80,1.60,-8.00,0.10,0.90,1.60,-7.00,0.00,0.00,0.00,0.00,0,2,-1,1.81,4.02,3.19,1.75,2.15
2005-06,2005-11-26,Ath Bilbao,Mallorca,0,21,21,0.00,0.70,1.70,-10.00,0.30,1.10,1.80,-7.00,0.75,14.00,5.00,9.00,1,0,1,3.25,2.07,3.15,1.86,2.01
2005-06,2005-12-03,Ath Bilbao,Ath Madrid,1,21,21,0.10,0.70,1.50,-8.00,0.30,1.10,1.10,0.00,0.25,5.00,8.00,-3.00,1,1,0,2.30,2.84,3.11,1.89,1.97
2005-06,2005-12-10,Ath Bilbao,Valencia,0,21,21,0.10,0.70,1.30,-6.00,0.60,1.40,1.00,4.00,0.00,6.00,7.00,-1.00,1,1,0,6.26,1.49,3.61,1.84,1.99
2005-06,2005-12-17,Ath Bilbao,Betis,1,21,21,0.10,0.80,1.40,-6.00,0.10,0.70,1.60,-9.00,0.00,7.00,8.00,-1.00,2,0,1,2.08,3.35,3.08,2.02,1.84
2005-06,2005-12-21,Ath Bilbao,Zaragoza,0,21,21,0.20,0.90,1.10,-2.00,0.20,0.90,1.40,-5.00,0.75,10.00,2.00,8.00,2,3,-1,3.50,1.97,3.19,1.92,1.94
2005-06,2006-01-07,Ath Bilbao,La Coruna,1,21,21,0.20,1.10,1.30,-2.00,0.60,1.50,0.80,7.00,0.25,3.00,5.00,-2.00,1,2,-1,2.57,2.56,3.09,1.92,1.89
2005-06,2006-01-15,Ath Bilbao,Barcelona,0,21,21,0.20,1.20,1.40,-2.00,1.00,2.80,0.50,23.00,0.00,2.00,5.00,-3.00,1,2,-1,12.79,1.18,5.50,2.04,1.82
2005-06,2006-01-22,Ath Bilbao,Sociedad,0,21,21,0.20,1.10,1.30,-2.00,0.10,1.10,2.20,-11.00,0.60,10.00,4.00,6.00,3,3,0,3.21,2.12,3.14,1.86,2.00
2005-06,2006-01-28,Ath Bilbao,Getafe,1,21,21,0.20,1.30,1.50,-2.00,0.30,1.30,1.20,1.00,0.00,3.00,6.00,-3.00,1,0,1,2.07,3.25,3.14,1.80,2.06
2005-06,2006-02-04,Ath Bilbao,Malaga,0,21,21,0.30,1.30,1.40,-1.00,0.10,0.90,1.90,-10.00,0.40,5.00,6.00,-1.00,1,2,-1,2.89,2.28,3.14,1.79,2.08
2005-06,2006-02-11,Ath Bilbao,Real Madrid,1,21,21,0.30,1.40,1.40,0.00,0.60,2.00,0.90,11.00,0.60,9.00,9.00,0.00,0,2,-1,3.97,1.84,3.24,1.94,1.90
2005-06,2006-02-19,Ath Bilbao,Santander,0,21,21,0.20,1.30,1.60,-3.00,0.40,1.40,1.10,3.00,0.60,8.00,3.00,5.00,1,0,1,3.27,2.08,3.15,1.87,1.98
2005-06,2006-02-26,Ath Bilbao,Villarreal,1,21,21,0.30,1.30,1.50,-2.00,0.40,1.20,0.80,4.00,0.60,7.00,7.00,0.00,1,1,0,2.45,2.65,3.15,1.78,2.03
2005-06,2006-03-05,Ath Bilbao,Sevilla,0,21,21,0.30,1.30,1.50,-2.00,0.60,1.80,1.60,2.00,0.20,3.00,9.00,-6.00,1,2,-1,4.61,1.71,3.31,2.09,1.77
2005-06,2006-03-12,Ath Bilbao,Cadiz,1,21,21,0.20,1.20,1.70,-5.00,0.30,0.90,1.60,-7.00,0.00,0.00,1.00,-1.00,1,0,1,1.82,4.07,3.23,1.86,1.98
2005-06,2006-03-19,Ath Bilbao,Celta,0,21,21,0.30,1.10,1.40,-3.00,0.60,1.10,0.60,5.00,0.33,3.00,1.00,2.00,1,0,1,4.53,1.71,3.31,1.99,1.87
2005-06,2006-03-22,Ath Bilbao,Espanol,1,21,21,0.40,1.10,1.20,-1.00,0.40,1.30,2.20,-9.00,0.20,4.00,6.00,-2.00,1,1,0,1.95,3.62,3.16,2.00,1.85
2005-06,2006-03-25,Ath Bilbao,Osasuna,1,21,21,0.40,1.10,1.10,0.00,0.50,1.50,1.30,2.00,0.40,10.00,9.00,1.00,1,0,1,2.37,2.76,3.16,2.07,1.81
2005-06,2006-04-02,Ath Bilbao,Alaves,0,21,21,0.50,0.90,0.80,1.00,0.40,1.50,1.40,1.00,0.00,0.00,2.00,-2.00,0,0,0,2.93,2.27,3.09,1.76,2.10
2005-06,2006-04-09,Ath Bilbao,Mallorca,1,21,21,0.40,0.80,0.80,0.00,0.30,0.90,0.80,1.00,0.80,15.00,5.00,10.00,1,1,0,1.87,3.95,3.15,2.05,1.80
2005-06,2006-04-16,Ath Bilbao,Ath Madrid,0,21,21,0.40,0.80,0.70,1.00,0.40,1.50,1.00,5.00,0.20,6.00,9.00,-3.00,0,1,-1,4.13,1.84,3.16,1.91,1.95
2005-06,2006-04-23,Ath Bilbao,Valencia,1,21,21,0.40,0.80,0.60,2.00,0.40,1.50,0.90,6.00,0.00,7.00,8.00,-1.00,0,3,-1,2.84,2.26,3.15,1.96,1.90
2005-06,2006-04-29,Ath Bilbao,Betis,0,21,21,0.30,0.70,0.90,-2.00,0.40,0.90,0.90,0.00,0.20,9.00,8.00,1.00,1,1,0,3.37,2.07,3.06,1.92,1.94
2005-06,2006-05-03,Ath Bilbao,Zaragoza,1,21,21,0.30,0.70,0.90,-2.00,0.20,0.90,1.30,-4.00,0.60,12.00,5.00,7.00,1,0,1,1.71,4.58,3.32,1.94,1.92
2005-06,2006-05-07,Ath Bilbao,La Coruna,0,21,21,0.40,0.70,0.70,0.00,0.40,1.00,1.20,-2.00,0.20,4.00,7.00,-3.00,2,1,1,3.84,1.85,3.26,1.78,2.09
2005-06,2006-05-20,Ath Bilbao,Barcelona,1,21,21,0.40,0.80,0.80,0.00,0.60,1.50,0.70,8.00,0.00,3.00,7.00,-4.00,3,1,1,2.27,2.77,3.23,1.70,2.17
2006-07,2006-08-27,Ath Bilbao,Sociedad,1,21,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,12.00,7.00,5.00,1,1,0,1.99,3.54,3.13,2.03,1.82
2006-07,2006-09-10,Ath Bilbao,Betis,0,21,21,0.00,1.00,1.00,0.00,0.00,1.00,2.00,-1.00,0.20,9.00,8.00,1.00,0,3,-1,3.44,2.00,3.18,1.78,2.11
2006-07,2006-09-17,Ath Bilbao,Ath Madrid,1,21,21,0.00,0.50,2.00,-3.00,0.50,0.50,0.50,0.00,0.20,6.00,7.00,-1.00,1,4,-1,2.57,2.53,3.12,1.90,1.89
2006-07,2006-09-24,Ath Bilbao,Getafe,0,21,21,0.00,0.67,2.67,-6.00,0.67,1.00,0.67,1.00,0.25,4.00,6.00,-2.00,0,0,0,3.98,1.85,3.20,1.86,2.01
2006-07,2006-09-30,Ath Bilbao,Barcelona,1,21,21,0.00,0.50,2.00,-6.00,0.75,2.50,0.75,7.00,0.20,6.00,7.00,-1.00,1,3,-1,6.75,1.45,3.74,1.93,1.90
2006-07,2006-10-15,Ath Bilbao,Gimnastic,0,21,21,0.00,0.60,2.20,-8.00,0.20,0.80,2.00,-6.00,0.00,0.00,0.00,0.00,3,2,1,2.84,2.30,3.16,2.09,1.72
2006-07,2006-10-22,Ath Bilbao,Celta,1,21,21,0.17,1.00,2.17,-7.00,0.33,1.50,1.83,-2.00,0.50,4.00,1.00,3.00,0,1,-1,2.34,2.81,3.13,1.70,2.03
2006-07,2006-10-29,Ath Bilbao,Osasuna,0,21,21,0.14,0.86,2.00,-8.00,0.29,0.57,1.00,-3.00,0.60,10.00,8.00,2.00,1,1,0,3.78,1.94,3.11,1.85,2.03
2006-07,2006-11-05,Ath Bilbao,Santander,1,21,21,0.12,0.88,1.88,-8.00,0.25,0.88,1.25,-3.00,0.80,8.00,1.00,7.00,0,0,0,2.09,3.29,3.11,1.49,2.44
2006-07,2006-11-11,Ath Bilbao,Valencia,0,21,21,0.11,0.78,1.67,-8.00,0.56,1.56,0.78,7.00,0.00,6.00,9.00,-3.00,1,1,0,7.14,1.43,3.72,2.05,1.80
2006-07,2006-11-19,Ath Bilbao,Espanol,0,21,21,0.10,0.80,1.60,-8.00,0.10,0.60,1.00,-4.00,0.00,4.00,7.00,-3.00,2,3,-1,3.27,2.13,3.03,1.86,2.02
